metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
zebrium.logs.all.count,gauge,60,count,,Count of all log events,0,zebrium,all logs count,
zebrium.logs.anomalies.count,gauge,60,count,,Count of anomaly log events,0,zebrium,anomalies logs count,
zebrium.logs.errors.count,gauge,60,count,,Count of error log events,0,zebrium,errors logs count,
