metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
dog.tracker,count,,resource,dog,Number of Dogs reporting for duty,1,dog_tracker,# dogs
dog.tracker.latitude,gauge,,location,degree,Latitude of the Dog,0,dog_tracker,latitude
dog.tracker.longitude,gauge,,location,degree,Longitude of the Dog,0,dog_tracker,longitude
