metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
wayfinder.controller_runtime.active_workers,gauge,,,,Number of currently used workers per controller.,0,wayfinder,workers per controller,
wayfinder.controller_runtime.max_concurrent_reconciles,gauge,,,,Maximum number of concurrent reconciles per controller.,0,wayfinder,max reconciles per controller,
wayfinder.controller_runtime.reconcile_errors_total.count,count,,,,Total number of reconciliation errors per controller.,0,wayfinder,controller errors,
wayfinder.controller_runtime.reconcile_time_seconds.bucket,count,,,,Bucket of length of time per reconciliation per controller.,0,wayfinder,reconciliation time,
wayfinder.controller_runtime.reconcile_time_seconds.count,count,,,,Count of length of time per reconciliation per controller.,0,wayfinder,reconciliation time,
wayfinder.controller_runtime.reconcile_time_seconds.sum,count,,,,Sum of length of time per reconciliation per controller.,0,wayfinder,reconciliation time,
wayfinder.controller_runtime.reconcile_total.count,count,,,,A summary of the total controller reconciles.,0,wayfinder,total controller reconciles,
wayfinder.workqueue.adds_total.count,count,,,,Total number of adds handled by workqueue.,0,wayfinder,workqueue adds,
wayfinder.workqueue.depth,gauge,,,,Current depth of workqueue.,0,wayfinder,workqueue depth,
wayfinder.workqueue.queue_duration_seconds.bucket,count,,,,Bucket of length of time in seconds an item stays in workqueue before being requested.,0,wayfinder,time in queue,
wayfinder.workqueue.queue_duration_seconds.count,count,,,,Count of time in seconds an item stays in workqueue before being requested.,0,wayfinder,time in queue,
wayfinder.workqueue.queue_duration_seconds.sum,count,,,,Sum of time in seconds an item stays in workqueue before being requested.,0,wayfinder,time in queue,
wayfinder.workqueue.retries.count,count,,,,Total number of retries handled by workqueue.,0,wayfinder,workqueue retries,
wayfinder.workqueue.unfinished_work_seconds,gauge,,,,How many seconds of work has been done that is in progress and hasn't been observed by work_duration. Large values indicate stuck threads. One can deduce the number of stuck threads by observing the rate at which this increases.,0,wayfinder,unfinished work duration,
