metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
storm.spout.last_60.requestedCpu,gauge,,percent,core,Spout Requested CPU,0,storm,,
storm.spout.last_60.requestedMemOffHeap,gauge,,mebibyte,,Spout Requested Memory Off Heap,0,storm,,
storm.spout.last_60.requestedMemOnHeap,gauge,,mebibyte,,Spout Requested Memory On Heap,0,storm,,
storm.spout.last_60.tasks,gauge,,task,task,Spout Tasks,0,storm,,
storm.spout.last_60.transferred,gauge,,sample,,Number of Transferred Tuples,1,storm,,
storm.supervisor.slotsTotal,gauge,,process,,Total Supervisor Slots,0,storm,,
storm.supervisor.slotsUsed,gauge,,process,,Used Supervisor Slots,0,storm,,
storm.supervisor.totalCpu,gauge,,core,,Total Supervisor CPU,0,storm,,
storm.supervisor.totalMem,gauge,,mebibyte,,Total Supervisor Memory,0,storm,,
storm.supervisor.uptimeSeconds,gauge,,second,,Supervisor Uptime,1,storm,,
storm.supervisor.usedCpu,gauge,,core,,Used Supervisor CPU,0,storm,,
storm.supervisor.usedMem,gauge,,mebibyte,,Used Supervisor Memory,0,storm,,
storm.topologyStats.last_60.acked,gauge,,sample,,All Time Acked Tuples,1,storm,,
storm.topologyStats.last_60.assignedCpu,gauge,,percent,core,Assigned CPU Percentage,0,storm,,
storm.topologyStats.last_60.assignedMemOffHeap,gauge,,mebibyte,,Off Heap Memory Assigned,0,storm,,
storm.topologyStats.last_60.assignedMemOnHeap,gauge,,mebibyte,,On Heap Memory Assigned,0,storm,,
storm.topologyStats.last_60.assignedTotalMem,gauge,,mebibyte,,Total Memory Assigned,0,storm,,
storm.topologyStats.last_60.completeLatency,gauge,,millisecond,,All Time Complete Latence,-1,storm,,
storm.topologyStats.last_60.debug,gauge,,sample,,Boolean indicating if debug mode is enabled.,0,storm,,
storm.topologyStats.last_60.emitted,gauge,,sample,,All Time Emitted Tuples,1,storm,,
storm.topologyStats.last_60.executorsTotal,gauge,,thread,,Total Storm Topology Executors,0,storm,,
storm.topologyStats.last_60.failed,gauge,,sample,,All Time Failed Tuples,-1,storm,,
storm.topologyStats.last_60.msgTimeout,gauge,,second,timeout,Spout Tuple Timeout in Seconds,0,storm,,
storm.topologyStats.last_60.numBolts,gauge,,task,,Total Number of Bolts,0,storm,,
storm.topologyStats.last_60.numSpouts,gauge,,task,,Total Number of Spouts,0,storm,,
storm.topologyStats.last_60.replicationCount,gauge,,occurrence,,Number of Replications,1,storm,,
storm.topologyStats.last_60.requestedCpu,gauge,,percent,core,Requested Topology CPU resources,0,storm,,
storm.topologyStats.last_60.requestedMemOffHeap,gauge,,mebibyte,,Requested Topology Off Heap Memory resources,0,storm,,
storm.topologyStats.last_60.requestedMemOnHeap,gauge,,mebibyte,,Requested Topology On Heap Memory Resources,0,storm,,
storm.topologyStats.last_60.samplingPct,gauge,,percent,,Metric Sampling Percentage by Storm,1,storm,,
storm.topologyStats.last_60.tasksTotal,gauge,,task,task,Total Number of Tasks,0,storm,,
storm.topologyStats.last_60.transferred,gauge,,sample,,All Time Transferred Tuples,1,storm,,
storm.topologyStats.last_60.uptimeSeconds,gauge,,second,,Total Topology Uptime,1,storm,,
storm.topologyStats.last_60.workersTotal,gauge,,worker,worker,Total Number of Workers,0,storm,,
storm.topologyStats.metrics.bolts.last_60..acked,gauge,,sample,,Number of Tuples Acked by Spout & Stream,1,storm,,
storm.topologyStats.metrics.bolts.last_60.complete_ms_avg,gauge,,millisecond,,Complete Tuple Latency by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.bolts.last_60.emitted,gauge,,sample,,Number of Tuples Emitted by Spout & Stream,1,storm,,
storm.topologyStats.metrics.bolts.last_60.executed,gauge,,sample,,Number of Tuples Executed by Spout & Stream,1,storm,,
storm.topologyStats.metrics.bolts.last_60.executed_ms_avg,gauge,,millisecond,,Execute Tuple Latency by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.bolts.last_60.failed,gauge,,sample,,Number of Tuples Failed by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.bolts.last_60.process_ms_avg,gauge,,millisecond,,Process Tuple Latency by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.bolts.last_60.transferred,gauge,,sample,,Number of Tuples Transferred by Spout & Stream,1,storm,,
storm.topologyStats.metrics.spouts.last_60.acked,gauge,,sample,,Number of Tuples Acked by Spout & Stream,1,storm,,
storm.topologyStats.metrics.spouts.last_60.complete_ms_avg,gauge,,millisecond,,Complete Tuple Latency by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.spouts.last_60.emitted,gauge,,sample,,Number of Tuples Emitted by Spout & Stream,1,storm,,
storm.topologyStats.metrics.spouts.last_60.executed,gauge,,sample,,Number of Tuples Executed by Spout & Stream,1,storm,,
storm.topologyStats.metrics.spouts.last_60.executed_ms_avg,gauge,,millisecond,,Execute Tuple Latency by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.spouts.last_60.failed,gauge,,sample,,Number of Tuples Failed by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.spouts.last_60.process_ms_avg,gauge,,millisecond,,Process Tuple Latency by Spout & Stream,-1,storm,,
storm.topologyStats.metrics.spouts.last_60.transferred,gauge,,sample,,Number of Tuples Transferred by Spout & Stream,1,storm,,
storm.worker.last_60.assignedCpu,gauge,,percent,core,Assigned Worker CPU Percentage,0,storm,,
storm.worker.last_60.assignedMemOffHeap,gauge,,mebibyte,,Off Heap Memory Assigned for a Worker,0,storm,,
storm.worker.last_60.assignedMemOnHeap,gauge,,mebibyte,,On Heap Memory Assigned for a Worker,0,storm,,
storm.worker.last_60.componentNumTasks,gauge,,task,task,Total Number of Component Tasks for a Worker,0,storm,,
storm.worker.last_60.executorsTotal,gauge,,thread,,Total Number of Executors for a Worker,0,storm,,
storm.worker.last_60.uptimeSeconds,gauge,,second,,Worker Uptime,1,storm,,
