metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
php_apcu.cache.mem_size,gauge,,byte,,used memory size,0,php_apcu,mem size,
php_apcu.cache.num_slots,gauge,,unit,,number of cache slots,0,php_apcu,num slots,
php_apcu.cache.ttl,gauge,,second,,default ttl,0,php_apcu,ttl,
php_apcu.cache.num_hits,gauge,,hit,,cache hit count,0,php_apcu,num hits,
php_apcu.cache.num_misses,gauge,,miss,,cache miss count,0,php_apcu,num misses,
php_apcu.cache.num_inserts,gauge,,set,,cache insert count,0,php_apcu,num inserts,
php_apcu.cache.num_entries,gauge,,item,,number of cache entries,0,php_apcu,num entries,
php_apcu.cache.num_expunges,gauge,,eviction,,number of cache expunges,-1,php_apcu,num expunges,
php_apcu.cache.uptime,gauge,,second,,uptime,1,php_apcu,uptime,
php_apcu.sma.avail_mem,gauge,,byte,,available memory size,0,php_apcu,avail mem,
php_apcu.sma.seg_size,gauge,,byte,,total memory size,0,php_apcu,seg size,
php_apcu.sma.num_seg,gauge,,unit,,number of cache segments,0,php_apcu,num seg,
