metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
amazon_vpc_cni.ipamd_action_inprogress,gauge,,,,The number of ipamd actions in progress.,0,amazon_vpc_cni,ipamd actions in progress,
amazon_vpc_cni.eni_max,gauge,,,,The maximum number of ENIs that can be attached to the instance (accounting for unmanaged ENIs).,0,amazon_vpc_cni,eni max,
amazon_vpc_cni.ip_max,gauge,,,,The maximum number of IP addresses that can be allocated to the instance.,0,amazon_vpc_cni,ip max,
amazon_vpc_cni.eni_allocated,gauge,,,,The number of ENIs allocated.,0,amazon_vpc_cni,eni allocated,
amazon_vpc_cni.total_ip_addresses,gauge,,,,The total number of IP addresses.,0,amazon_vpc_cni,total ip addresses,
amazon_vpc_cni.assigned_ip_addresses,gauge,,,,The number of IP addresses assigned to pods.,0,amazon_vpc_cni,assigned ip addresses,
amazon_vpc_cni.total_ipv4_prefixes,gauge,,,,The total number of IPv4 prefixes.,0,amazon_vpc_cni,total ipv4 prefixes,
amazon_vpc_cni.assigned_ip_per_cidr,gauge,,,,The total number of IP addresses assigned per CIDR.,0,amazon_vpc_cni,assigned ip per cidr,
amazon_vpc_cni.assigned_ip_per_eni,gauge,,,,The number of allocated IPs partitioned by ENI.,0,amazon_vpc_cni,assigned ip per eni,
amazon_vpc_cni.connmark_backend,gauge,,,,The connmark backend in use; the active backend series is set to 1.,0,amazon_vpc_cni,connmark backend,
amazon_vpc_cni.ipamd_error_count.count,count,,,,The number of errors encountered in ipamd.,-1,amazon_vpc_cni,ipamd errors,
amazon_vpc_cni.reconcile_count.count,count,,,,The number of times ipamd reconciles on ENIs and IP/Prefix addresses.,0,amazon_vpc_cni,reconcile count,
amazon_vpc_cni.add_ip_req_count.count,count,,,,The number of add IP address requests.,0,amazon_vpc_cni,add ip requests,
amazon_vpc_cni.del_ip_req_count.count,count,,,,The number of delete IP address requests.,0,amazon_vpc_cni,delete ip requests,
amazon_vpc_cni.pod_eni_error_count.count,count,,,,The number of errors encountered for pod ENIs.,-1,amazon_vpc_cni,pod eni errors,
amazon_vpc_cni.aws_api_error_count.count,count,,,,The number of times AWS API returns an error.,-1,amazon_vpc_cni,aws api errors,
amazon_vpc_cni.aws_utils_error_count.count,count,,,,The number of errors not handled in the awsutils library.,-1,amazon_vpc_cni,aws utils errors,
amazon_vpc_cni.ec2api_req_count.count,count,,,,The number of requests made to EC2 APIs by the CNI.,0,amazon_vpc_cni,ec2 api requests,
amazon_vpc_cni.ec2api_error_count.count,count,,,,The number of failed EC2 API requests.,-1,amazon_vpc_cni,ec2 api errors,
amazon_vpc_cni.sagemakerapi_req_count.count,count,,,,The number of requests made to SageMaker APIs by the CNI.,0,amazon_vpc_cni,sagemaker api requests,
amazon_vpc_cni.sagemakerapi_error_count.count,count,,,,The number of failed SageMaker API requests.,-1,amazon_vpc_cni,sagemaker api errors,
amazon_vpc_cni.force_removed_enis.count,count,,,,The number of ENIs force removed while they had assigned pods.,0,amazon_vpc_cni,force removed enis,
amazon_vpc_cni.force_removed_ips.count,count,,,,The number of IPs force removed while they had assigned pods.,0,amazon_vpc_cni,force removed ips,
amazon_vpc_cni.no_available_ip_addresses.count,count,,,,The number of pod IP assignments that fail due to no available IP addresses.,-1,amazon_vpc_cni,no available ip addresses,
amazon_vpc_cni.connmark_reconcile_total.count,count,,,,The number of connmark reconciliations by result.,0,amazon_vpc_cni,connmark reconciles,
amazon_vpc_cni.aws_api_latency_ms.count,count,,,,Number of AWS API latency observations.,0,amazon_vpc_cni,aws api latency count,
amazon_vpc_cni.aws_api_latency_ms.sum,count,,millisecond,,Sum of AWS API call latencies.,0,amazon_vpc_cni,aws api latency sum,
amazon_vpc_cni.aws_api_latency_ms.quantile,gauge,,millisecond,,AWS API call latency quantiles.,0,amazon_vpc_cni,aws api latency quantile,
amazon_vpc_cni.ipamd_startup_duration_seconds.count,count,,,,Number of IPAMD startup duration observations.,0,amazon_vpc_cni,ipamd startup duration count,
amazon_vpc_cni.ipamd_startup_duration_seconds.sum,count,,second,,Sum of IPAMD startup durations.,0,amazon_vpc_cni,ipamd startup duration sum,
amazon_vpc_cni.ipamd_startup_duration_seconds.bucket,count,,,,Histogram buckets of IPAMD startup durations.,0,amazon_vpc_cni,ipamd startup duration bucket,
amazon_vpc_cni.ipamd_node_initialization_duration_seconds.count,count,,,,Number of node initialization duration observations.,0,amazon_vpc_cni,node init duration count,
amazon_vpc_cni.ipamd_node_initialization_duration_seconds.sum,count,,second,,Sum of node initialization durations.,0,amazon_vpc_cni,node init duration sum,
amazon_vpc_cni.ipamd_node_initialization_duration_seconds.bucket,count,,,,Histogram buckets of node initialization durations.,0,amazon_vpc_cni,node init duration bucket,
