metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
ravendb.server.info,gauge,,,,Server information exposed by RavenDB.,0,ravendb,,,
ravendb.server.uptime.seconds,gauge,,second,,Server uptime in seconds.,0,ravendb,,,
ravendb.server.process.id,gauge,,,,Process ID of the RavenDB server.,0,ravendb,,,
ravendb.cluster.current.term,gauge,,,,Current cluster term.,0,ravendb,,,
ravendb.cluster.index,gauge,,,,Current cluster index.,0,ravendb,,,
ravendb.cpu.machine.usage,gauge,,percent,,Overall CPU usage of the machine.,0,ravendb,,,
ravendb.cpu.process.usage,gauge,,percent,,CPU usage of the RavenDB process.,0,ravendb,,,
ravendb.cpu.processor.count,gauge,,,,Number of logical processors on the machine.,0,ravendb,,,
ravendb.cpu.assigned.processor.count,gauge,,,,Number of processors assigned to the RavenDB process.,0,ravendb,,,
ravendb.cpu.thread.pool.available.worker.threads,gauge,,,,Number of available worker threads in the thread pool.,0,ravendb,,,
ravendb.cpu.thread.pool.available.completion.port.threads,gauge,,,,Number of available completion port threads in the thread pool.,0,ravendb,,,
ravendb.cpu.machine.io.wait,gauge,,percent,,Percentage of time the CPU waits for I/O operations.,0,ravendb,,,
ravendb.backup.current.number.of.running.backups,gauge,,,,Current number of running backups.,0,ravendb,,,
ravendb.backup.max.number.of.concurrent.backups,gauge,,,,Maximum number of concurrent backups allowed.,0,ravendb,,,
ravendb.memory.allocated.bytes,gauge,,byte,,Amount of memory allocated by the process.,0,ravendb,,,
ravendb.memory.installed.bytes,gauge,,byte,,Total installed physical memory.,0,ravendb,,,
ravendb.memory.physical.bytes,gauge,,byte,,Total physical memory available.,0,ravendb,,,
ravendb.memory.low.memory.severity,gauge,,,,Current low memory severity level.,0,ravendb,,,
ravendb.memory.total.dirty.bytes,gauge,,byte,,Total amount of dirty memory.,0,ravendb,,,
ravendb.memory.total.swap.size.bytes,gauge,,byte,,Total swap size available on the system.,0,ravendb,,,
ravendb.memory.total.swap.usage.bytes,gauge,,byte,,Total swap space currently in use.,0,ravendb,,,
ravendb.memory.working.set.swap.usage.bytes,gauge,,byte,,Swap usage of the working set.,0,ravendb,,,
ravendb.available.memory.for.processing.bytes,gauge,,byte,,Available memory for processing.,0,ravendb,,,
ravendb.managed.memory.bytes,gauge,,byte,,Managed memory used by the process.,0,ravendb,,,
ravendb.unmanaged.memory.bytes,gauge,,byte,,Unmanaged memory used by the process.,0,ravendb,,,
ravendb.gc.index,gauge,,,,GC index of the last collection.,0,ravendb,,,
ravendb.gc.generation,gauge,,,,Generation collected by the last GC.,0,ravendb,,,
ravendb.gc.compacted,gauge,,,,Whether the last GC was compacting (1=true, 0=false).,0,ravendb,,,
ravendb.gc.concurrent,gauge,,,,Whether the last GC was concurrent (1=true, 0=false).,0,ravendb,,,
ravendb.gc.finalization.pending.count,gauge,,,,Number of objects pending finalization.,0,ravendb,,,
ravendb.gc.fragmented.mb,gauge,,megabyte,,Heap fragmentation after GC.,0,ravendb,,,
ravendb.gc.heap.size.mb,gauge,,megabyte,,Total GC heap size after collection.,0,ravendb,,,
ravendb.gc.high.memory.load.threshold.mb,gauge,,megabyte,,High memory load threshold at GC time.,0,ravendb,,,
ravendb.gc.memory.load.mb,gauge,,megabyte,,Memory load at GC time.,0,ravendb,,,
ravendb.gc.pause.durations.1.seconds,gauge,,second,,First GC pause duration.,0,ravendb,,,
ravendb.gc.pause.durations.2.seconds,gauge,,second,,Second GC pause duration.,0,ravendb,,,
ravendb.gc.pause.time.percentage,gauge,,percent,,Percentage of time spent paused for GC.,0,ravendb,,,
ravendb.gc.pinned.objects.count,gauge,,,,Number of pinned objects during GC.,0,ravendb,,,
ravendb.gc.promoted.mb,gauge,,megabyte,,Memory promoted during GC.,0,ravendb,,,
ravendb.gc.total.available.memory.mb,gauge,,megabyte,,Total available memory for GC.,0,ravendb,,,
ravendb.gc.total.committed.mb,gauge,,megabyte,,Total committed managed heap size.,0,ravendb,,,
ravendb.network.tcp.active.connections,gauge,,,,Number of active TCP connections.,0,ravendb,,,
ravendb.network.concurrent.requests.count,gauge,,,,Number of concurrent network requests.,0,ravendb,,,
ravendb.network.last.request.time.in.seconds,gauge,,second,,Time since the last network request in seconds.,0,ravendb,,,
ravendb.network.total.requests,count,,,,Total number of network requests received by the server.,0,ravendb,,,
ravendb.certificate.server.certificate.expiration.left.seconds,gauge,,second,,Time left until the server certificate expires in seconds.,0,ravendb,,,
ravendb.cluster.node.state,gauge,,,,Current state of the cluster node.,0,ravendb,,,
ravendb.databases.loaded.count,gauge,,,,Number of databases currently loaded.,0,ravendb,,,
ravendb.databases.total.count,gauge,,,,Total number of databases.,0,ravendb,,,
ravendb.server.storage.io.read.operations,count,,,,Total number of storage read I/O operations.,0,ravendb,,,
ravendb.server.storage.io.write.operations,count,,,,Total number of storage write I/O operations.,0,ravendb,,,
ravendb.server.storage.read.throughput.bytes,gauge,,byte,,Storage read throughput in bytes.,0,ravendb,,,
ravendb.server.storage.write.throughput.bytes,gauge,,byte,,Storage write throughput in bytes.,0,ravendb,,,
ravendb.server.storage.queue.length,gauge,,,,Length of the storage I/O queue.,0,ravendb,,,
ravendb.server.storage.total.free.space.bytes,gauge,,byte,,Total free storage space available.,0,ravendb,,,
ravendb.server.disk.system.store.used.data.file.size.bytes,gauge,,byte,,Used size of system store data files.,0,ravendb,,,
ravendb.server.disk.system.store.total.data.file.size.bytes,gauge,,byte,,Total size of system store data files.,0,ravendb,,,
ravendb.server.disk.remaining.storage.space.percentage,gauge,,percent,,Remaining storage space percentage.,0,ravendb,,,
ravendb.license.type,gauge,,,,Current license type.,0,ravendb,,,
ravendb.license.expiration.left.seconds,gauge,,second,,Time left until license expiration in seconds.,0,ravendb,,,
ravendb.license.utilized.cpu.cores,gauge,,,,Number of CPU cores utilized by the license.,0,ravendb,,,
ravendb.license.max.cores,gauge,,,,Maximum number of CPU cores allowed by the license.,0,ravendb,,,
ravendb.database.uptime.seconds,gauge,,second,,Database uptime in seconds.,0,ravendb,,,
ravendb.database.time.since.last.backup.seconds,gauge,,second,,Time since the last database backup in seconds.,0,ravendb,,,
ravendb.database.documents.count,gauge,,,,Number of documents in the database.,0,ravendb,,,
ravendb.database.revisions.count,gauge,,,,Number of document revisions in the database.,0,ravendb,,,
