metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
ravendb.database.attachments.count,gauge,,,,Number of attachments in the database.,0,ravendb,,,
ravendb.database.unique.attachments.count,gauge,,,,Number of unique attachments in the database.,0,ravendb,,,
ravendb.database.alerts.count,gauge,,,,Number of active database alerts.,0,ravendb,,,
ravendb.database.rehabs.count,gauge,,,,Number of database rehabs.,0,ravendb,,,
ravendb.database.performance.hints.count,gauge,,,,Number of database performance hints.,0,ravendb,,,
ravendb.database.replication.factor,gauge,,,,Database replication factor.,0,ravendb,,,
ravendb.database.statistics.doc.puts.per.second,gauge,,,,Number of document puts per second.,0,ravendb,,,
ravendb.database.statistics.map.index.indexes.per.second,gauge,,,,Number of map index operations per second.,0,ravendb,,,
ravendb.database.statistics.map.reduce.index.mapped.per.second,gauge,,,,Number of map-reduce index map operations per second.,0,ravendb,,,
ravendb.database.statistics.map.reduce.index.reduced.per.second,gauge,,,,Number of map-reduce index reduce operations per second.,0,ravendb,,,
ravendb.database.statistics.requests.per.second,gauge,,,,Number of database requests per second.,0,ravendb,,,
ravendb.database.statistics.requests.count,count,,,,Total number of database requests.,0,ravendb,,,
ravendb.database.statistics.request.average.duration.seconds,gauge,,second,,Average duration of database requests in seconds.,0,ravendb,,,
ravendb.database.indexes.count,gauge,,,,Total number of database indexes.,0,ravendb,,,
ravendb.database.indexes.stale.count,gauge,,,,Number of stale database indexes.,0,ravendb,,,
ravendb.database.indexes.errors.count,gauge,,,,Number of database indexes with errors.,0,ravendb,,,
ravendb.database.indexes.static.count,gauge,,,,Number of static database indexes.,0,ravendb,,,
ravendb.database.indexes.auto.count,gauge,,,,Number of auto database indexes.,0,ravendb,,,
ravendb.database.indexes.idle.count,gauge,,,,Number of idle database indexes.,0,ravendb,,,
ravendb.database.indexes.disabled.count,gauge,,,,Number of disabled database indexes.,0,ravendb,,,
ravendb.database.indexes.errored.count,gauge,,,,Number of errored database indexes.,0,ravendb,,,
ravendb.database.storage.documents.allocated.data.file.bytes,gauge,,byte,,Allocated document data file size in bytes.,0,ravendb,,,
ravendb.database.storage.documents.used.data.file.bytes,gauge,,byte,,Used document data file size in bytes.,0,ravendb,,,
ravendb.database.storage.indexes.allocated.data.file.bytes,gauge,,byte,,Allocated index data file size in bytes.,0,ravendb,,,
ravendb.database.storage.indexes.used.data.file.bytes,gauge,,byte,,Used index data file size in bytes.,0,ravendb,,,
ravendb.database.storage.total.allocated.storage.file.bytes,gauge,,byte,,Total allocated database storage file size in bytes.,0,ravendb,,,
ravendb.database.storage.total.free.space.bytes,gauge,,byte,,Total free database storage space in bytes.,0,ravendb,,,
ravendb.database.storage.io.read.operations,count,,,,Total number of database storage read I/O operations.,0,ravendb,,,
ravendb.database.storage.io.write.operations,count,,,,Total number of database storage write I/O operations.,0,ravendb,,,
ravendb.database.storage.read.throughput.bytes,gauge,,byte,,Database storage read throughput in bytes.,0,ravendb,,,
ravendb.database.storage.write.throughput.bytes,gauge,,byte,,Database storage write throughput in bytes.,0,ravendb,,,
ravendb.database.storage.queue.length,gauge,,,,Length of the database storage I/O queue.,0,ravendb,,,
ravendb.index.errors,gauge,,,,Number of indexing errors.,0,ravendb,,,
ravendb.index.is.invalid,gauge,,,,Indicates whether the index is invalid.,0,ravendb,,,
ravendb.index.priority,gauge,,,,Priority level of the index.,0,ravendb,,,
ravendb.index.state,gauge,,,,Current state of the index.,0,ravendb,,,
ravendb.index.lock.mode,gauge,,,,Current lock mode of the index.,0,ravendb,,,
ravendb.archived.data.processing.behavior,gauge,,,,Archived data processing behavior.,0,ravendb,,,
ravendb.index.status,gauge,,,,Current status of the index.,0,ravendb,,,
ravendb.index.type,gauge,,,,Type of the index.,0,ravendb,,,
ravendb.index.entries.count,gauge,,,,Number of entries in the index.,0,ravendb,,,
ravendb.index.time.since.last.indexing.seconds,gauge,,second,,Time since the last indexing operation in seconds.,0,ravendb,,,
ravendb.index.time.since.last.query.seconds,gauge,,second,,Time since the last query against the index in seconds.,0,ravendb,,,
ravendb.index.mapped.per.second,gauge,,,,Number of map operations per second for the index.,0,ravendb,,,
ravendb.index.reduced.per.second,gauge,,,,Number of reduce operations per second for the index.,0,ravendb,,,
ravendb.collection.documents.count,gauge,,,,Number of documents in the collection.,0,ravendb,,,
ravendb.collection.documents.size.bytes,gauge,,byte,,Total size of documents in the collection in bytes.,0,ravendb,,,
ravendb.collection.revisions.size.bytes,gauge,,byte,,Total size of revisions in the collection in bytes.,0,ravendb,,,
ravendb.collection.tombstones.size.bytes,gauge,,byte,,Total size of tombstones in the collection in bytes.,0,ravendb,,,
ravendb.collection.total.size.bytes,gauge,,byte,,Total size of the collection in bytes.,0,ravendb,,,
