metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
docker.containers.stopped,gauge,,,,Docker containers stopped,0,win_docker_daemon,docker_stopped
docker.containers.stopped.total,gauge,,,,Docker total containers stopped,0,win_docker_daemon,docker_stopped_total
docker.containers.running,gauge,,,,Docker containers running,0,win_docker_daemon,docker_running
docker.containers.running.total,gauge,,,,Docker total containers running,0,win_docker_daemon,docker_running_total
docker.cpu.usage,gauge,,,,CPU total usage,0,win_docker_daemon,docker_cpu_usage
docker.cpu.usage,histogram,,,,CPU total usage,0,win_docker_daemon,docker_cpu_usage
docker.cpu.system,gauge,,,,CPU system usage,0,win_docker_daemon,docker_cpu_system
docker.cpu.system,histogram,,,,CPU system usage,0,win_docker_daemon,docker_cpu_system
docker.cpu.user,gauge,,,,CPU user usage,0,win_docker_daemon,docker_cpu_user
docker.cpu.user,histogram,,,,CPU user usage,0,win_docker_daemon,docker_cpu_user
docker.mem.commit,gauge,,,,Memory commit used,0,win_docker_daemon,docker_mem_commit
docker.mem.commit,histogram,,,,Memory commit used,0,win_docker_daemon,docker_mem_commit
docker.mem.rss,gauge,,,,Memory resident set size,0,win_docker_daemon,docker_mem_rss
docker.mem.rss,histogram,,,,Memory resident set size,0,win_docker_daemon,docker_mem_rss
docker.net.bytes_rcvd,rate,,,,Byte rate being received,0,win_docker_daemon,docker_net_rcvd
docker.net.bytes_sent,rate,,,,Byte rate being sent,0,win_docker_daemon,docker_net_sent
