metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
jfrog_artifactory.app_disk_free_bytes,gauge,,bytes,,,,jfrog,Disk Free
jfrog_artifactory.app_disk_total_bytes,gauge,,bytes,,,0,jfrog,Disk Total
jfrog_artifactory.sys_memory_free_bytes,gauge,,bytes,,,0,jfrog,Memory Free
jfrog_artifactory.sys_memory_used_bytes,gauge,,bytes,,,0,jfrog,Memory Used
jfrog_artifactory.sys_cpu_ratio,gauge,,,,,0,jfrog,System CPU Ratio
jfrog_artifactory.jfrt_db_connections_idle_total,gauge,,,,,0,jfrog,total idle
jfrog_artifactory.jfrt_db_connections_active_total,gauge,,,,,0,jfrog,total active
jfrog_artifactory.jfrt_db_connections_max_active_total,gauge,,,,,0,jfrog,Maximum Allowed Active
jfrog_artifactory.jfrt_db_connections_min_idle_total,gauge,,,,,0,jfrog,Min Reserved Idle
jfrog_artifactory.jfrt_http_connections_available_total,gauge,,,,,0,jfrog,Available
jfrog_artifactory.jfrt_http_connections_pending_total,gauge,,,,,0,jfrog,Pending
jfrog_artifactory.jfrt_http_connections_leased_total,gauge,,,,,0,jfrog,Leased
jfrog_artifactory.jfrt_http_connections_max_total,gauge,,,,,0,jfrog,Max
jfrog_artifactory.jfrt_runtime_heap_maxmemory_bytes,gauge,,,,,0,jfrog,Max Configured
jfrog_artifactory.jfrt_runtime_heap_freememory_bytes,gauge,,,,,0,jfrog,Free
jfrog_artifactory.jfrt_runtime_heap_processors_total,gauge,,,,,0,jfrog,No. of Processors
jfrog_artifactory.jfrt_runtime_heap_totalmemory_bytes,gauge,,,,,0,jfrog,Total
jfrog_artifactory.jfrt_artifacts_gc_size_cleaned_bytes,gauge,,,,,0,jfrog,Space Reclaimed
jfrog_artifactory.jfrt_artifacts_gc_binaries_total,gauge,,,,,0,jfrog,Space Occupied By Binaries
jfrog_artifactory.jfrt_artifacts_gc_duration_seconds,gauge,,seconds,,,0,jfrog,GC Execution Time
jfrog_xray.app_disk_free_bytes,gauge,,bytes,,,0,jfrog,Disk Free
jfrog_xray.app_disk_used_bytes,gauge,,bytes,,,0,jfrog,Disk Used
jfrog_xray.sys_memory_free_bytes,gauge,,bytes,,,0,jfrog,Memory Free
jfrog_xray.sys_memory_used_bytes,gauge,,bytes,,,0,jfrog,Memory Used
jfrog_xray.sys_cpu_ratio,gauge,,,,,0,jfrog,System CPU Ratio


