metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
zabbix.processed.floats_per_sec,gauge,,unit,,"Number of processed numeric (float) values per second",0,zabbix,,
zabbix.processed.per_sec,gauge,,unit,,"Number of processed values per second",0,zabbix,,
zabbix.processed.characters_per_sec,gauge,,unit,,"Number of processed character values per second",0,zabbix,,
zabbix.processed.logs_per_sec,gauge,,unit,,"Number of processed log values per second",0,zabbix,,
zabbix.processed.unsigned_per_sec,gauge,,unit,,"Number of processed numeric (unsigned) values per second",0,zabbix,,
zabbix.processed.text_per_sec,gauge,,unit,,"Number of processed text values per second",0,zabbix,,
zabbix.processed.unsupported_per_sec,gauge,,unit,,"Number of processed not supported values per second",0,zabbix,,
zabbix.process.internal.alerter,gauge,,percent,,"Utilization of alerter internal processes, in %",0,zabbix,,
zabbix.process.internal.config_sync,gauge,,percent,,"Utilization of configuration syncer internal processes, in %",0,zabbix,,
zabbix.process.internal.escalator,gauge,,percent,,"Utilization of escalator internal processes, in %",0,zabbix,,
zabbix.process.internal.history_sync,gauge,,percent,,"Utilization of history syncer internal processes, in %",0,zabbix,,
zabbix.process.internal.housekeeper,gauge,,percent,,"Utilization of housekeeper internal processes, in %",0,zabbix,,
zabbix.process.data_collector.discoverer,gauge,,percent,,"Utilization of discoverer data collector processes, in %",0,zabbix,,
zabbix.process.data_collector.http_poller,gauge,,percent,,"Utilization of http poller data collector processes, in %",0,zabbix,,
zabbix.process.data_collector.icmp_pinger,gauge,,percent,,"Utilization of icmp pinger data collector processes, in %",0,zabbix,,
zabbix.process.data_collector.ipmi_poller,gauge,,percent,,"Utilization of ipmi poller data collector processes, in %",0,zabbix,,
zabbix.process.data_collector.java_poller,gauge,,percent,,"Utilization of java poller data collector processes, in %",0,zabbix,,
zabbix.process.data_collector.poller,gauge,,percent,,"Utilization of poller data collector processes, in %",0,zabbix,,
zabbix.process.data_collector.proxy_poller,gauge,,percent,,"Utilization of proxy poller data collector processes, in %",0,zabbix,,
zabbix.process.internal.self_monitoring,gauge,,percent,,"Utilization of self-monitoring internal processes, in %",0,zabbix,,
zabbix.process.data_collector.snmp_trapper,gauge,,percent,,"Utilization of snmp trapper data collector processes, in %",0,zabbix,,
zabbix.process.internal.timer,gauge,,percent,,"Utilization of timer internal processes, in %",0,zabbix,,
zabbix.process.data_collector.trapper,gauge,,percent,,"Utilization of trapper data collector processes, in %",0,zabbix,,
zabbix.process.data_collector.unreachable_poller,gauge,,percent,,"Utilization of unreachable poller data collector processes, in %",0,zabbix,,
zabbix.queue.duration_10,gauge,,unit,,"Zabbix queue over 10 minutes",0,zabbix,,
zabbix.queue.size,gauge,,unit,,"Zabbix queue",0,zabbix,,
zabbix.cache.config,gauge,,percent,,"Zabbix configuration cache, % used",0,zabbix,,
zabbix.cache.write,gauge,,percent,,"Zabbix history write cache, % used",0,zabbix,,
zabbix.cache.index,gauge,,percent,,"Zabbix history index cache, % used",0,zabbix,,
zabbix.cache.write_trend,gauge,,percent,,"Zabbix trend write cache, % used",0,zabbix,,
zabbix.agent.ping,gauge,,unit,,"Zabbix agent ping",0,zabbix,,
zabbix.process.data_collector.vmware,gauge,,percent,,"Utilization of vmware data collector processes, in %",0,zabbix,,
zabbix.cache.value,gauge,,percent,,"Zabbix value cache, % used",0,zabbix,,
zabbix.cache.value.hits,gauge,,hit,,"Zabbix value cache hits",0,zabbix,,
zabbix.cache.value.misses,gauge,,miss,,"Zabbix value cache misses",0,zabbix,,
zabbix.cache.vmware,gauge,,percent,,"Zabbix vmware cache, % used",0,zabbix,,
zabbix.cache.operating_mode,gauge,,unit,,"Zabbix value cache operating mode",0,zabbix,,
zabbix.process.internal.task_manager,gauge,,percent,,"Utilization of task manager internal processes, in %",0,zabbix,,
zabbix.process.internal.ipmi_manager,gauge,,percent,,"Utilization of ipmi manager internal processes, in %",0,zabbix,,
zabbix.process.internal.alert_manager,gauge,,percent,,"Utilization of alert manager internal processes, in %",0,zabbix,,
zabbix.process.internal.preprocessing_manager,gauge,,percent,,"Utilization of preprocessing manager internal processes, in %",0,zabbix,,
zabbix.process.internal.preprocessing_worker,gauge,,percent,,"Utilization of preprocessing worker internal processes, in %",0,zabbix,,
