metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
network.grpc.can_connect,gauge,,,,"Whether the check can connect, 1 if true, 0 otherwise.",-1,network,grpc can connect,
network.grpc.cant_connect,gauge,,,,"Whether the check failed to connect, 1 if true, 0 otherwise.",-1,network,grpc cannot connect,
