metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
custom_lighthouse.accessibility,gauge,,percent,,The google chrome lighthouse score for accessibility,0,custom_lighthouse,accessibility
custom_lighthouse.best_practices,gauge,,percent,,The google chrome lighthouse score for best_practices,0,custom_lighthouse,best_practices
custom_lighthouse.performance,gauge,,percent,,The google chrome lighthouse score for performance,0,custom_lighthouse,performance
custom_lighthouse.pwa,gauge,,percent,,The google chrome lighthouse score for pwa,0,custom_lighthouse,pwa
custom_lighthouse.seo,gauge,,percent,,The google chrome lighthouse score for seo,0,custom_lighthouse,seo
