metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
gnatsd.connz.connections.in_bytes,count,,byte,,The number of bytes incoming,0,gnatsd,Bytes In,
gnatsd.connz.connections.in_msgs,count,,unit,,The number of messages received,0,gnatsd,Messages In,
gnatsd.connz.connections.out_bytes,count,,byte,,The number of bytes outgoing,0,gnatsd,Bytes Out,
gnatsd.connz.connections.out_msgs,count,,unit,,The number of messages sent,0,gnatsd,Messages Out,
gnatsd.connz.connections.pending_bytes,gauge,,unit,,The number of bytes pending ack on a subscription,0,gnatsd,Pending Bytes,
gnatsd.connz.connections.subscriptions,gauge,,unit,,The number of subscriptions on a connection,0,gnatsd,Connection Subs,
gnatsd.connz.num_connections,gauge,,unit,,The number of current connections to the NATS broker,0,gnatsd,Connections,
gnatsd.connz.total,count,,unit,,The number of connections ever to the NATS broker,0,gnatsd,Max Connections,
gnatsd.routez.num_routes,gauge,,unit,,The number of routes in the cluster,0,gnatsd,Routes,
gnatsd.routez.routes.in_bytes,count,,byte,,The number of bytes incoming,0,gnatsd,Bytes In,
gnatsd.routez.routes.in_msgs,count,,unit,,The number of messages received,0,gnatsd,Messages In,
gnatsd.routez.routes.out_bytes,count,,byte,,The number of bytes outgoing,0,gnatsd,Bytes Out,
gnatsd.routez.routes.out_msgs,count,,unit,,The number of messages sent,0,gnatsd,Messages Out,
gnatsd.routez.routes.pending_bytes,gauge,,unit,,The number of bytes pending,0,gnatsd,Pending Bytes,
gnatsd.routez.routes.subscriptions,gauge,,unit,,The number of subscriptions on a connection,0,gnatsd,Connection Subs,
gnatsd.varz.connections,gauge,,unit,,The number of connections to the NATS broker,0,gnatsd,Connections,
gnatsd.varz.in_bytes,count,,byte,,Amount of traffic sent into the cluster,0,gnatsd,Bytes In,
gnatsd.varz.in_msgs,count,,unit,,The number of messages passed into the cluster,0,gnatsd,Messages In,
gnatsd.varz.mem,gauge,,byte,,Amount of memory currently used by the process,0,gnatsd,Memory,
gnatsd.varz.out_bytes,count,,byte,,Amount of traffic sent from the cluster,0,gnatsd,Bytes Out,
gnatsd.varz.out_msg,count,,unit,,The number of messages sent out of the cluster,0,gnatsd,Messages Out,
gnatsd.varz.remotes,gauge,,unit,,The number of currently connected remotes,0,gnatsd,Remotes,
gnatsd.varz.routes,gauge,,unit,,The number of current routes,0,gnatsd,Routes,
gnatsd.varz.slow_consumers,count,,unit,,The number of slow consumers ever connected,0,gnatsd,Slow Consumers,
gnatsd.varz.subscriptions,gauge,,unit,,The number of subscriptions currently handled,0,gnatsd,Subscriptions,
