metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
postgresql.connections,gauge,,connection,,The number of active connections to this database.,0,postgres,pg conns
postgresql.commits,gauge,,transaction,second,The number of transactions that have been committed in this database.,0,postgres,pg commits
postgresql.rollbacks,gauge,,transaction,second,The number of transactions that have been rolled back in this database.,-1,postgres,pg rollbacks
