metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
github_repo.contributors,gauge,,unit,,The number of repositorycontributors,0,github_repo,contributors
github_repo.stargazers,gauge,,unit,,The number of repository startagers,0,github_repo,contributors
github_repo.subscribers,gauge,,unit,,The number of repository subscribers,0,github_repo,contributors
github_repo.watchers,gauge,,unit,,The number of repository watchers,0,github_repo,contributors
