metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
buoyant_cloud.cp_workload.inbound_response.rate1m,gauge,10,response,second,Control Plane HTTP responses per second,0,buoyant_cloud,cp inbound rps,
buoyant_cloud.cp_workload.inbound_response_latency_ms.p50,gauge,10,millisecond,,Control Plane p50 latency,0,buoyant_cloud,cp inbound p50 latency,
buoyant_cloud.cp_workload.inbound_response_latency_ms.p95,gauge,10,millisecond,,Control Plane p95 latency,0,buoyant_cloud,cp inbound p95 latency,
buoyant_cloud.cp_workload.inbound_response_latency_ms.p99,gauge,10,millisecond,,Control Plane p99 latency,0,buoyant_cloud,cp inbound p99 latency,
buoyant_cloud.link.gateway_alive,gauge,10,response,second,Gateway liveness gauge,0,buoyant_cloud,gateway_alive,
buoyant_cloud.link.gateway_probe_latency_ms.p50,gauge,10,millisecond,,p50 latency to a gateway in a target cluster,0,buoyant_cloud,gateway p50 latency,
buoyant_cloud.link.gateway_probe_latency_ms.p95,gauge,10,millisecond,,p95 latency to a gateway in a target cluster,0,buoyant_cloud,gateway p95 latency,
buoyant_cloud.link.gateway_probe_latency_ms.p99,gauge,10,millisecond,,p99 latency to a gateway in a target cluster,0,buoyant_cloud,gateway p99 latency,
buoyant_cloud.node.machine_cpu_cores.sum,gauge,10,core,,Node CPU cores,0,buoyant_cloud,node cpu,
buoyant_cloud.node.machine_memory_bytes.sum,gauge,10,byte,,Node memory bytes,0,buoyant_cloud,node memory,
buoyant_cloud.pod.container_cpu_usage_seconds.rate1m,gauge,10,core,,Container CPU cores,0,buoyant_cloud,container cpu,
buoyant_cloud.pod.container_memory_working_set_bytes.sum,gauge,10,byte,,Container memory bytes,0,buoyant_cloud,container memory,
buoyant_cloud.workload.inbound_http_deny.rate1m,gauge,10,response,second,HTTP responses per second denied by authorization policy,0,buoyant_cloud,inbound http deny per second,
buoyant_cloud.workload.inbound_response.rate1m,gauge,10,response,second,HTTP responses per second,0,buoyant_cloud,inbound rps,
buoyant_cloud.workload.inbound_response_latency_ms.p50,gauge,10,millisecond,,p50 latency,0,buoyant_cloud,inbound p50 latency,
buoyant_cloud.workload.inbound_response_latency_ms.p95,gauge,10,millisecond,,p95 latency,0,buoyant_cloud,inbound p95 latency,
buoyant_cloud.workload.inbound_response_latency_ms.p99,gauge,10,millisecond,,p99 latency,0,buoyant_cloud,inbound p99 latency,
buoyant_cloud.workload.inbound_tcp_deny.rate1m,gauge,10,event,second,TCP connections per second that were denied,0,buoyant_cloud,inbound tcp deny per second,
buoyant_cloud.workload.inbound_tcp_errors.rate1m,gauge,10,error,second,TCP connections per second that could not be processed,0,buoyant_cloud,inbound tcp errors per second,
buoyant_cloud.workload.inbound_tcp_open_connections.sum,gauge,10,connection,,Transport connections currently open,0,buoyant_cloud,inbound tcp open connections,
buoyant_cloud.workload.inbound_tcp_read_bytes.rate1m,gauge,10,byte,second,Bytes per second received,0,buoyant_cloud,inbound tcp read bytes,
buoyant_cloud.workload.inbound_tcp_write_bytes.rate1m,gauge,10,byte,second,Bytes per second sent,0,buoyant_cloud,inbound tcp write bytes,
buoyant_cloud.workload.outbound_response.rate1m,gauge,10,response,second,Outbound HTTP responses per second,0,buoyant_cloud,outbound rps,
buoyant_cloud.workload.pods.count,gauge,10,item,,Pod count,0,buoyant_cloud,pod count,
