metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
federatorai.integration.status,gauge,,,,integration status for showing Federator.ai health status.,0,federator_ai,,
federatorai.recommendation,gauge,,,,recommended deployment/statefulset replicas.,0,federator_ai,,
federatorai.prediction.kafka,gauge,,,,Workload prediction for Kafka metrics.,0,federator_ai,,
federatorai.kafka.broker_offset_rate,gauge,,,,The delta of kafka.broker_offset timeseries in one minute.,0,federator_ai,,
federatorai.kafka.consumer_offset_rate,gauge,,,,The delta of kafka.consumer_offset timeseries in one minute.,0,federator_ai,,
federatorai.prediction.node,gauge,,,,Workload prediction for a Kubernetes node.,0,federator_ai,,
federatorai.prediction.node.avg,gauge,,,,The average value of workload predictions for a Kubernetes node over a prediction window.,0,federator_ai,,
federatorai.prediction.node.min,gauge,,,,The minimum value of workload predictions for a Kubernetes node over a prediction window.,0,federator_ai,,
federatorai.prediction.node.max,gauge,,,,The maximum value of workload predictions for a Kubernetes node over a prediction window.,0,federator_ai,,
federatorai.prediction.controller,gauge,,,,Workload prediction for a specific controller,0,federator_ai,,
federatorai.prediction.controller.avg,gauge,,,,The average value of workload predictions for a specific controller over a prediction window.,0,federator_ai,,
federatorai.prediction.controller.min,gauge,,,,The minimum value of workload predictions for a specific controller over a prediction window.,0,federator_ai,,
federatorai.prediction.controller.max,gauge,,,,The maximum value of workload predictions for a specific controller over a prediction window.,0,federator_ai,,
federatorai.prediction.nginx_ingress_controller_request_rate,gauge,,,,Workload prediction of request rate for the upstream service of Nginx ingress,0,federator_ai,,
federatorai.resource_planning.node,gauge,,,,Workload predictions for resource planning of a Kubernetes node.,0,federator_ai,,
federatorai.resource_planning.controller,gauge,,,,Workload predictions for resource planning of a Kubernetes controller.,0,federator_ai,,
federatorai.recommendation.instance,gauge,,,,Cost of a recommended cloud instance.,0,federator_ai,,
federatorai.cost_analysis.instance.cost,gauge,,,,Cost analysis for a cloud instance.,0,federator_ai,,
federatorai.cost_analysis.namespace.cost,gauge,,,,Cost analysis for a namespace in a Kubernetes cluster,0,federator_ai,,
federatorai.prediction.namespace.cost,gauge,,,,Cost prediction for a namespace in a Kubernetes cluster,0,federator_ai,,
federatorai.kubernetes.cpu.usage.total.controller,gauge,,,,The number of cores (in millicore) used by the Kubernetes controller.,0,federator_ai,,
federatorai.kubernetes.memory.usage.controller,gauge,,,,The memory usage (in bytes) of the Kubernetes controller.,0,federator_ai,,
federatorai.kubernetes.cpu.usage.total.node,gauge,,,,The number of cores (in millicore) used by the Kubernetes node.,0,federator_ai,,
federatorai.kubernetes.memory.usage.node,gauge,,,,The memory usage (in bytes) of the Kubernetes node.,0,federator_ai,,
federatorai.cost_analysis.resource_alloc_cost.cluster,gauge,,,,The cost per hour/per 6 hours/per day based on resource allocation of a Kubernetes cluster for daily/weekly/monthly cost analysis,0,federator_ai,,
federatorai.cost_analysis.resource_alloc_cost.node,gauge,,,,The cost per hour/per 6 hours/ per day based on resource allocation of a Kubernetes node for daily/weekly/monthly cost analysis,0,federator_ai,,
federatorai.cost_analysis.resource_alloc_cost.namespace,gauge,,,,The cost per hour/per 6 hours/per day based on resource allocation of a Kubernetes namespace for daily/weekly/monthly cost analysis,0,federator_ai,,
federatorai.cost_analysis.resource_usage_cost.cluster,gauge,,,,The cost per hour/per 6 hours/per day based on resource usage of a Kubernetes cluster for daily/weekly/monthly cost analysis,0,federator_ai,,
federatorai.cost_analysis.resource_usage_cost.node,gauge,,,,The cost per hour/per 6 hours/per day based on resource usage of a Kubernetes node for daily/weekly/monthly cost analysis,0,federator_ai,,
federatorai.cost_analysis.resource_usage_cost.namespace,gauge,,,,The cost per hour/per 6 hours/per day based on resource usage of a Kubernetes namespace for daily/weekly/monthly cost analysis,0,federator_ai,,
federatorai.cost_analysis.cost_per_day.cluster,gauge,,,,The cost of the entire 24 hours based on resource allocation of a Kubernetes cluster,0,federator_ai,,
federatorai.cost_analysis.cost_per_day.node,gauge,,,,The cost of the entire 24 hours based on resource allocation of a Kubernetes node,0,federator_ai,,
federatorai.cost_analysis.cost_per_day.namespace,gauge,,,,The cost of the entire 24 hours based on resource allocation of a Kubernetes namespace,0,federator_ai,,
federatorai.cost_analysis.cost_per_week.cluster,gauge,,,,The cost of the entire 7 days based on resource allocation of a Kubernetes cluster,0,federator_ai,,
federatorai.cost_analysis.cost_per_week.node,gauge,,,,The cost of the entire 7 days based on resource allocation of a Kubernetes node,0,federator_ai,,
federatorai.cost_analysis.cost_per_week.namespace,gauge,,,,The cost of the entire 7 days based on resource allocation of a Kubernetes namespace,0,federator_ai,,
federatorai.cost_analysis.cost_per_month.cluster,gauge,,,,The cost of the entire 30 days based on resource allocation of a Kubernetes cluster,0,federator_ai,,
federatorai.cost_analysis.cost_per_month.node,gauge,,,,The cost of the entire 30 days based on resource allocation of a Kubernetes node,0,federator_ai,,
federatorai.cost_analysis.cost_per_month.namespace,gauge,,,,The cost of the entire 30 days based on resource allocation of a Kubernetes namespace,0,federator_ai,,
federatorai.cost_analysis.cost_efficiency_per_day.cluster,gauge,,,,The cost efficiency for the entire 24 hours based on resource allocation of a Kubernetes cluster,0,federator_ai,,
federatorai.cost_analysis.cost_efficiency_per_day.node,gauge,,,,The cost efficiency for the entire 24 hours based on resource allocation of a Kubernetes node,0,federator_ai,,
federatorai.cost_analysis.cost_efficiency_per_day.namespace,gauge,,,,The cost efficiency for the entire 24 hours based on resource allocation of a Kubernetes namespace,0,federator_ai,,
federatorai.cost_analysis.cost_efficiency_per_week.cluster,gauge,,,,The cost efficiency for the entire 7 days based on resource allocation of a Kubernetes cluster,0,federator_ai,,
federatorai.cost_analysis.cost_efficiency_per_week.node,gauge,,,,The cost efficiency for the entire 7 days based on resource allocation of a Kubernetes node,0,federator_ai,,
