metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
argocd.app_info,gauge,,,,Information about Applications. It contains labels such as sync_status and health_status that reflect the application state in ArgoCD.,0,argo_cd,
argocd.app_k8s_request_total,count,,,,Number of kubernetes requests executed during application reconciliation,0,argo_cd,
argocd.app_labels,gauge,,,,Argo Application labels converted to Prometheus labels. Disabled by default. See section bellow about how to enable it.,0,argo_cd,
argocd.app_reconcile,gauge,,,,Application reconciliation performance.,0,argo_cd,
argocd.app_sync_total,count,,,,Counter for application sync history.,0,argo_cd,
argocd.cluster_api_resource_objects,gauge,,,,Number of k8s resource objects in the cache.,0,argo_cd,
argocd.cluster_api_resources,gauge,,,,Number of monitored kubernetes API resources.,0,argo_cd,
argocd.cluster_cache_age_seconds,gauge,,,,Cluster cache age in seconds.,0,argo_cd,
argocd.cluster_connection_status,gauge,,,,The k8s cluster current connection status.,0,argo_cd,
argocd.cluster_events_total,count,,,,Number of processes k8s resource events.,0,argo_cd,
argocd.cluster_info,gauge,,,,Information about cluster.,0,argo_cd,
argocd.kubectl_exec_pending,gauge,,,,Number of pending kubectl executions,0,argo_cd,
argocd.kubectl_exec_total,count,,,,Number of kubectl executions,0,argo_cd,
argocd.redis_request_duration,gauge,,,,Redis requests duration.,0,argo_cd,
argocd.git_request_duration_seconds,gauge,,,,Git requests duration seconds.,0,argo_cd,
argocd.git_request_total,count,,,,Number of git requests performed by repo server,0,argo_cd,
argocd.redis_request_duration_seconds,gauge,,,,Redis requests duration seconds.,0,argo_cd,
argocd.redis_request_total,count,,,,Number of kubernetes requests executed during application reconciliation.,0,argo_cd,
argocd.repo_pending_request_total,gauge,,,,Number of pending requests requiring repository lock,0,argo_cd,
