metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
gnatsd.streaming.serverz.clients,gauge,,unit,,The number of currently connectied clients,0,gnatsd_streaming,Clients
gnatsd.streaming.serverz.subscriptions,count,,unit,,The number of subscriptions the server has handled,0,gnatsd_streaming,Subscriptions
gnatsd.streaming.serverz.channels,gauge,,unit,,The number of currently active channels,0,gnatsd_streaming,Channels
gnatsd.streaming.serverz.total_msgs,count,,unit,,The total number of messages passed through the server,0,gnatsd_streaming,Total Messages
gnatsd.streaming.serverz.total_bytes,count,,byte,,The total number of bytes passed through the server,0,gnatsd_streaming,Total Bytes
gnatsd.streaming.storez.total_msgs,count,,unit,,The total number of messages passed through the store,0,gnatsd_streaming,Total Messages
gnatsd.streaming.storez.total_bytes,count,,byte,,The total number of bytes passed through the store,0,gnatsd_streaming,Total Bytes
gnatsd.streaming.clientsz.total,gauge,,unit,,The number of clients connected,0,gnatsd_streaming,Client Total
gnatsd.streaming.channelsz.total,gauge,,unit,,The number of channels open,0,gnatsd_streaming,Channel Total
gnatsd.streaming.channelsz.msgs,count,,unit,,The total count of messages in a channel,0,gnatsd_streaming,Channel Messages
gnatsd.streaming.channelsz.bytes,count,,byte,,The total bytes of messages in a channel,0,gnatsd_streaming,Channel Bytes
