metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
kepler.container.bpf_cpu_time.count,count,,,,Aggregated value in bpf_cpu_time_ms value from bpf,0,kepler,,
kepler.container.bpf_net_rx_irq.count,count,,,,Aggregated value in bpf_net_rx_irq value from bpf,0,kepler,,
kepler.container.bpf_net_tx_irq.count,count,,,,Aggregated value in bpf_net_tx_irq value from bpf,0,kepler,,
kepler.container.bpf_page_cache_hit.count,count,,,,Aggregated value in bpf_page_cache_hit value from bpf,0,kepler,,
kepler.container.cache_miss.count,count,,,,Aggregated value in cache_miss value from bpf,0,kepler,,
kepler.container.core_joules.count,count,,,,Aggregated value in core value from trained_power_model,0,kepler,,
kepler.container.cpu_cycles.count,count,,,,Aggregated value in cpu_cycles value from bpf,0,kepler,,
kepler.container.cpu_instructions.count,count,,,,Aggregated value in cpu_instructions value from bpf,0,kepler,,
kepler.container.dram_joules.count,count,,,,Aggregated value in dram value from trained_power_model,0,kepler,,
kepler.container.gpu_joules.count,count,,,,Aggregated value in gpu value from nvidia,0,kepler,,
kepler.container.joules.count,count,,,,Aggregated value in joules value from,0,kepler,,
kepler.container.package_joules.count,count,,,,Aggregated value in package value from trained_power_model,0,kepler,,
kepler.container.platform_joules.count,count,,,,Aggregated value in platform value from trained_power_model,0,kepler,,
kepler.container.task_clock.count,count,,,,Aggregated value in task_clock_ms value from bpf,0,kepler,,
kepler.container.uncore_joules.count,count,,,,Aggregated value in uncore value from trained_power_model,0,kepler,,
kepler.exporter.build_info,gauge,,,,"A metric with a constant '1' value labeled by version, revision, branch, goversion from which kepler_exporter was built, and the goos and goarch for the build.",0,kepler,,
kepler.node.dram_joules.count,count,,,,Aggregated value in dram value from trained_power_model,0,kepler,,
kepler.node_info.count,count,,,,Aggregated value in  value from os,0,kepler,,
kepler.node.platform_joules.count,count,,,,Aggregated value in platform value from trained_power_model,0,kepler,,
kepler.node.uncore_joules.count,count,,,,Aggregated value in uncore value from trained_power_model,0,kepler,,
kepler.container.bpf_block_irq.count,count,,,,Aggregated value in bpf_block_irq value from bpf,0,kepler,,
kepler.container.other_joules.count,count,,,,Aggregated value in other value from trained_power_model,0,kepler,,
kepler.node.core_joules.count,count,,,,Aggregated value in core value from trained_power_model,0,kepler,,
kepler.node.package_joules.count,count,,,,Aggregated value in package value from trained_power_model,0,kepler,,
kepler.promhttp.metric.handler.errors.count,count,,,,Total number of internal errors encountered by the promhttp metric handler.,0,kepler,,
