metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
rundeck.project.executions.duration.completed,gauge,,millisecond,,The duration of completed executions for a project.,0,rundeck,completed duration,
rundeck.project.executions.duration.running,gauge,,millisecond,,The duration of currently running executions for a project.,0,rundeck,running duration,
rundeck.project.executions.status,gauge,,job,,The status of Rundeck job executions.,0,rundeck,execution status,
rundeck.system.stats.cpu.load_average.average,gauge,,percent,,JVM load average percentage for the system for the previous minute.,-1,rundeck,CPU Load,
rundeck.system.stats.cpu.processors,gauge,,,,Number of available system processors. note that loadAverage might be calculated based on the total number of available processors.,0,rundeck,Processors,
rundeck.system.stats.memory.free,gauge,,byte,,Free memory of the allocated memory.,1,rundeck,Free Memory,
rundeck.system.stats.memory.max,gauge,,byte,,Maximum JVM memory that can be allocated.,0,rundeck,Max Memory,
rundeck.system.stats.memory.total,gauge,,byte,,Total allocated memory for the JVM.,0,rundeck,Total Memory,
rundeck.system.stats.scheduler.running,gauge,,job,,Number of running jobs in the scheduler.,0,rundeck,Running Jobs,
rundeck.system.stats.scheduler.thread_pool_size,gauge,,thread,,Size of the scheduler threadPool: maximum number of concurrent Rundeck executions.,0,rundeck,Thread Pool,
rundeck.system.stats.threads.active,gauge,,thread,,Number of active Threads in the JVM.,-1,rundeck,Active Threads,
rundeck.metrics.metrics.com.dtolabs.rundeck.server.auth_context_evaluator_cache_manager.auth_context_evaluator_cache.eviction_count,gauge,,entry,,The number of entries evicted from the auth context cache.,-1,rundeck,Auth Cache Evictions,
rundeck.metrics.metrics.com.dtolabs.rundeck.server.auth_context_evaluator_cache_manager.auth_context_evaluator_cache.hit_count,gauge,,hit,,The number of times auth context cache lookup data was found.,1,rundeck,Auth Cache Hits,
rundeck.metrics.metrics.com.dtolabs.rundeck.server.auth_context_evaluator_cache_manager.auth_context_evaluator_cache.hit_rate,gauge,,percent,,The ratio of cache hits to total lookups for auth context.,1,rundeck,Auth Cache Hit Rate,
rundeck.metrics.metrics.com.dtolabs.rundeck.server.auth_context_evaluator_cache_manager.auth_context_evaluator_cache.load_exception_count,gauge,,exception,,The number of times the auth context cache encountered an error loading data.,-1,rundeck,Auth Cache Load Errors,
rundeck.metrics.metrics.com.dtolabs.rundeck.server.auth_context_evaluator_cache_manager.auth_context_evaluator_cache.miss_count,gauge,,miss,,The number of times auth context cache lookup data was not found.,-1,rundeck,Auth Cache Misses,
rundeck.metrics.metrics.data_source.connection.ping_time,gauge,,millisecond,,The time taken to ping the backend database connection.,-1,rundeck,DB Ping Time,
rundeck.metrics.metrics.scheduler.quartz.running_executions,gauge,,execution,,The number of jobs currently being executed by the Quartz scheduler.,0,rundeck,Running Executions,
rundeck.metrics.metrics.scheduler.quartz.thread_pool_size,gauge,,thread,,The total number of threads available in the Quartz thread pool.,0,rundeck,Quartz Pool Size,
rundeck.metrics.metrics.services.authorization_service.source_cache.eviction_count,gauge,,entry,,Number of evictions from the authorization source cache.,-1,rundeck,Auth Source Evictions,
