metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
external_secrets.externalsecret.status_condition,gauge,,,,The status condition of a specific External Secret.,0,external_secrets,external secret status
external_secrets.externalsecret.reconcile_duration,gauge,,millisecond,,The duration time to reconcile the External Secret.,0,external_secrets,external secret reconcile duration
external_secrets.externalsecret.sync_calls.count,count,,call,,Total number of the External Secret sync calls.,0,external_secrets,external secret sync calls
external_secrets.externalsecret.sync_calls_error.count,count,,error,,Total number of the External Secret sync errors.,-1,external_secrets,external secret sync errors
external_secrets.externalsecret.provider_api_calls.count,count,,call,,Number of API calls made to an upstream secret provider API.,0,external_secrets,provider api calls
external_secrets.clusterexternalsecret.status_condition,gauge,,,,The status condition of a specific Cluster External Secret.,0,external_secrets,cluster external secret status
external_secrets.clusterexternalsecret.reconcile_duration,gauge,,millisecond,,The duration time to reconcile the Cluster External Secret.,0,external_secrets,cluster external secret reconcile duration
external_secrets.pushsecret.status_condition,gauge,,,,The status condition of a specific Push Secret.,0,external_secrets,push secret status
external_secrets.pushsecret.reconcile_duration,gauge,,millisecond,,The duration time to reconcile the Push Secret.,0,external_secrets,push secret reconcile duration
external_secrets.clustersecretstore.status_condition,gauge,,,,The status condition of a specific Cluster Secret Store.,0,external_secrets,cluster secret store status
external_secrets.clustersecretstore.reconcile_duration,gauge,,millisecond,,The duration time to reconcile the Cluster Secret Store.,0,external_secrets,cluster secret store reconcile duration
external_secrets.secretstore.status_condition,gauge,,,,The status condition of a specific Secret Store.,0,external_secrets,secret store status
external_secrets.secretstore.reconcile_duration,gauge,,millisecond,,The duration time to reconcile the Secret Store.,0,external_secrets,secret store reconcile duration
external_secrets.controller_runtime.reconcile.count,count,,reconciliation,,Total number of reconciliations per controller.,0,external_secrets,controller reconciles
external_secrets.controller_runtime.reconcile_errors.count,count,,error,,Total number of reconciliation errors per controller.,-1,external_secrets,controller reconcile errors
external_secrets.controller_runtime.reconcile_time_seconds.count,count,,second,,Number of reconciliation duration observations.,0,external_secrets,controller reconcile time count
external_secrets.controller_runtime.reconcile_time_seconds.sum,count,,second,,Sum of reconciliation durations.,0,external_secrets,controller reconcile time sum
external_secrets.controller_runtime.reconcile_time_seconds.bucket,count,,second,,Histogram buckets of reconciliation durations.,0,external_secrets,controller reconcile time bucket
external_secrets.controller_runtime.active_workers,gauge,,worker,,Number of currently used workers per controller.,0,external_secrets,controller active workers
external_secrets.controller_runtime.max_concurrent_reconciles,gauge,,,,Maximum number of concurrent reconciles per controller.,0,external_secrets,controller max concurrent reconciles
external_secrets.workqueue.depth,gauge,,item,,Current depth of the workqueue.,0,external_secrets,workqueue depth
