metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
kafka.topic.offsets,gauge,,unit,,Per partition offsets of each topic,0,burrow,topic_offsets
kafka.topic.offsets.total,gauge,,unit,,Total offset of each topic,0,burrow,topic_offsets_total
kafka.consumer.offsets,gauge,,unit,,Per partition offsets of each consumer groups,0,burrow,consumer_consumer_offsets
kafka.consumer.offsets.total,gauge,,unit,,Total offset of each consumer group,0,burrow,consumer_offsets_total
kafka.consumer.totallag,gauge,,unit,,Total lag of each consumer group,0,burrow,consumer_totallag
kafka.consumer.partition_lag,gauge,,unit,,Lag of each partition of a consumer group,0,burrow,consumer_partition_lag
kafka.consumer.lag_status.unknown,gauge,,unit,,Total lag status unknown,0,burrow,consumer_lag_status_unknown
kafka.consumer.lag_status.ok,gauge,,unit,,Total lag status ok,0,burrow,consumer_lag_status_ok
kafka.consumer.lag_status.warn,gauge,,unit,,Total lag status warn,0,burrow,consumer_lag_status_warn
kafka.consumer.lag_status.err,gauge,,unit,,Total lag status err,0,burrow,consumer_lag_status_err
kafka.consumer.lag_status.stop,gauge,,unit,,Total lag status stop,0,burrow,consumer_lag_status_stop
kafka.consumer.lag_status.stall,gauge,,unit,,Total lag status stall,0,burrow,consumer_lag_status_stall
kafka.consumer.lag_status.rewind,gauge,,unit,,Total lag status rewind,0,burrow,consumer_lag_status_rewind
kafka.consumer.partition_lag_status.unknown,gauge,,unit,,Total partition lag status unknown,0,burrow,consumer_partition_lag_status_unknown
kafka.consumer.partition_lag_status.ok,gauge,,unit,,Total partition lag status ok,0,burrow,consumer_partition_lag_status_ok
kafka.consumer.partition_lag_status.warn,gauge,,unit,,Total partition lag status warn,0,burrow,consumer_partition_lag_status_warn
kafka.consumer.partition_lag_status.err,gauge,,unit,,Total partition lag status err,0,burrow,consumer_partition_lag_status_err
kafka.consumer.partition_lag_status.stop,gauge,,unit,,Total partition lag status stop,0,burrow,consumer_partition_lag_status_stop
kafka.consumer.partition_lag_status.stall,gauge,,unit,,Total partition lag status stall,0,burrow,consumer_partition_lag_status_stall
kafka.consumer.partition_lag_status.rewind,gauge,,unit,,Total partition lag status rewind,0,burrow,consumer_partition_lag_status_rewind
