metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
envoy.listener.downstream_cx_total,count,,connection,,Total connections,0,ambassador,
envoy.listener.downstream_cx_destroy,count,,connection,,Total destroyed connections,0,ambassador,
envoy.listener.downstream_cx_active,gauge,,connection,,Total active connections,0,ambassador,
envoy.listener.downstream_cx_length_ms,gauge,,millisecond,,Connection length milliseconds,-1,ambassador,
envoy.listener_manager.listener_added,count,,host,,Total listeners added (either via static config or LDS),0,ambassador,
envoy.listener_manager.listener_modified,count,,host,,Total listeners modified (via LDS),0,ambassador,
envoy.listener_manager.listener_removed,count,,host,,Total listeners removed (via LDS),0,ambassador,
envoy.listener_manager.listener_create_success,count,,host,,Total listener objects successfully added to workers,1,ambassador,
envoy.listener_manager.listener_create_failure,count,,host,,Total failed listener object additions to workers,-1,ambassador,
envoy.listener_manager.total_listeners_warming,gauge,,host,,Number of currently warming listeners,0,ambassador,
envoy.listener_manager.total_listeners_active,gauge,,host,,Number of currently active listeners,0,ambassador,
envoy.listener_manager.total_listeners_draining,gauge,,host,,Number of currently draining listeners,0,ambassador,
envoy.http.downstream_cx_total,count,,connection,,Total connections,0,ambassador,
envoy.http.downstream_cx_ssl_total,count,,connection,,Total TLS connections,0,ambassador,
envoy.http.downstream_cx_http1_total,count,,connection,,Total HTTP/1.1 connections,0,ambassador,
envoy.http.downstream_cx_websocket_total,count,,connection,,Total WebSocket connections,0,ambassador,
envoy.http.downstream_cx_http2_total,count,,connection,,Total HTTP/2 connections,0,ambassador,
envoy.http.downstream_cx_destroy,count,,connection,,Total connections destroyed,0,ambassador,
envoy.http.downstream_cx_destroy_remote,count,,connection,,Total connections destroyed due to remote close,0,ambassador,
envoy.http.downstream_cx_destroy_local,count,,connection,,Total connections destroyed due to local close,0,ambassador,
envoy.http.downstream_cx_destroy_active_rq,count,,connection,,Total connections destroyed with active requests,-1,ambassador,
envoy.http.downstream_cx_destroy_local_active_rq,count,,connection,,Total connections destroyed locally with active requests,-1,ambassador,
envoy.http.downstream_cx_destroy_remote_active_rq,count,,connection,,Total connections destroyed remotely with active requests,-1,ambassador,
envoy.http.downstream_cx_active,gauge,,connection,,Total active connections,0,ambassador,
envoy.http.downstream_cx_ssl_active,gauge,,connection,,Total active TLS connections,0,ambassador,
envoy.http.downstream_cx_http1_active,gauge,,connection,,Total active HTTP/1.1 connections,0,ambassador,
envoy.http.downstream_cx_websocket_active,gauge,,connection,,Total active WebSocket connections,0,ambassador,
envoy.http.downstream_cx_http2_active,gauge,,connection,,Total active HTTP/2 connections,0,ambassador,
envoy.http.downstream_cx_protocol_error,count,,error,,Total protocol errors,-1,ambassador,
envoy.http.downstream_cx_length_ms,gauge,,millisecond,,Connection length milliseconds,0,ambassador,
envoy.http.downstream_cx_rx_bytes_total,count,,byte,,Total bytes received,0,ambassador,
envoy.http.downstream_cx_rx_bytes_buffered,gauge,,byte,,Total received bytes currently buffered,0,ambassador,
envoy.http.downstream_cx_tx_bytes_total,count,,byte,,Total bytes sent,0,ambassador,
envoy.http.downstream_cx_tx_bytes_buffered,gauge,,byte,,Total sent bytes currently buffered,0,ambassador,
envoy.http.downstream_cx_drain_close,count,,connection,,Total connections closed due to draining,0,ambassador,
envoy.http.downstream_cx_idle_timeout,count,,connection,,Total connections closed due to idle timeout,0,ambassador,
envoy.http.downstream_flow_control_paused_reading_total,count,,occurrence,,Total number of times reads were disabled due to flow control,0,ambassador,
envoy.http.downstream_flow_control_resumed_reading_total,count,,occurrence,,Total number of times reads were enabled on the connection due to flow control,0,ambassador,
envoy.http.downstream_rq_total,count,,request,,Total requests,0,ambassador,
envoy.http.downstream_rq_http1_total,count,,request,,Total HTTP/1.1 requests,0,ambassador,
envoy.http.downstream_rq_http2_total,count,,request,,Total HTTP/2 requests,0,ambassador,
envoy.http.downstream_rq_active,gauge,,request,,Total active requests,0,ambassador,
envoy.http.downstream_rq_response_before_rq_complete,count,,response,,Total responses sent before the request was complete,0,ambassador,
envoy.http.downstream_rq_rx_reset,count,,request,,Total request resets received,0,ambassador,
envoy.http.downstream_rq_tx_reset,count,,request,,Total request resets sent,0,ambassador,
envoy.http.downstream_rq_non_relative_path,count,,request,,Total requests with a non-relative HTTP path,0,ambassador,
envoy.http.downstream_rq_too_large,count,,request,,Total requests resulting in a 413 due to buffering an overly large body,-1,ambassador,
envoy.http.downstream_rq_1xx,count,,response,,Total 1xx responses,0,ambassador,
envoy.http.downstream_rq_2xx,count,,response,,Total 2xx responses,1,ambassador,
envoy.http.downstream_rq_3xx,count,,response,,Total 3xx responses,0,ambassador,
envoy.http.downstream_rq_4xx,count,,response,,Total 4xx responses,-1,ambassador,
envoy.http.downstream_rq_5xx,count,,response,,Total 5xx responses,-1,ambassador,
envoy.http.downstream_rq_ws_on_non_ws_route,count,,request,,Total WebSocket upgrade requests rejected by non WebSocket routes,0,ambassador,
envoy.http.downstream_rq_time,gauge,,millisecond,,Request time milliseconds,-1,ambassador,
envoy.cluster_manager.cluster_added,count,,node,,Total clusters added (either via static config or CDS),0,ambassador,
envoy.cluster_manager.cluster_modified,count,,node,,Total clusters modified (via CDS),0,ambassador,
envoy.cluster_manager.cluster_removed,count,,node,,Total clusters removed (via CDS),0,ambassador,
envoy.cluster.upstream_cx_total,count,,connection,,Total connections,0,ambassador,
envoy.cluster.upstream_cx_active,gauge,,connection,,Total active connections,0,ambassador,
envoy.cluster.upstream_cx_http1_total,count,,connection,,Total HTTP/1.1 connections,0,ambassador,
envoy.cluster.upstream_cx_http2_total,count,,connection,,Total HTTP/2 connections,0,ambassador,
envoy.cluster.upstream_cx_connect_ms,gauge,,millisecond,,Connection establishment milliseconds,-1,ambassador,
envoy.cluster.upstream_cx_length_ms,gauge,,millisecond,,Connection length milliseconds,0,ambassador,
envoy.cluster.upstream_cx_rx_bytes_total,count,,byte,,Total received connection bytes,0,ambassador,
envoy.cluster.upstream_cx_rx_bytes_buffered,gauge,,byte,,Received connection bytes currently buffered,0,ambassador,
envoy.cluster.upstream_cx_tx_bytes_total,count,,byte,,Total sent connection bytes,0,ambassador,
envoy.cluster.upstream_cx_tx_bytes_buffered,gauge,,byte,,Send connection bytes currently buffered,0,ambassador,
envoy.cluster.upstream_rq_total,count,,request,,Total requests,0,ambassador,
envoy.cluster.upstream_rq_active,gauge,,request,,Total active requests,0,ambassador,
envoy.cluster.upstream_rq_pending_total,count,,request,,Total requests pending a connection pool connection,0,ambassador,
envoy.cluster.upstream_rq_pending_active,gauge,,request,,Total active requests pending a connection pool connection,-1,ambassador,
envoy.cluster.membership_change,count,,event,,Total cluster membership changes,0,ambassador,
envoy.cluster.membership_healthy,gauge,,node,,Current cluster healthy total (inclusive of both health checking and outlier detection),1,ambassador,
envoy.cluster.membership_total,gauge,,node,,Current cluster membership total,0,ambassador,
envoy.cluster.config_reload,count,,request,,Total API fetches that resulted in a config reload due to a different config,0,ambassador,
envoy.cluster.update_attempt,count,,occurrence,,Total cluster membership update attempts,0,ambassador,
envoy.cluster.update_success,count,,success,,Total cluster membership update successes,1,ambassador,
envoy.cluster.update_failure,count,,error,,Total cluster membership update failures,-1,ambassador,
envoy.cluster.version,gauge,,item,,Hash of the contents from the last successful API fetch,0,ambassador,
envoy.cluster.max_host_weight,gauge,,item,,Maximum weight of any host in the cluster,0,ambassador,
