metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
eden.proxy.bridge_response_chunks_total,count,,segment,,Response chunks dequeued by the socket bridge.,1,eden,bridge resp chunks,,
eden.proxy.bridge_enqueue_rejections_total,count,,error,,Bridge enqueue rejections by queue and reason.,-1,eden,bridge rejections,,"queue:request,reason:queue_full_or_closed"
eden.proxy.active_connections,gauge,,connection,,Number of active proxy connections.,0,eden,proxy connections,,
eden.proxy.lane_pool_lanes_open,gauge,,connection,,Direct Redis lane-pool backend connections currently open.,0,eden,lanes open,,"shard_id:<SHARD_ID>,interlay_uuid:<INTERLAY_UUID>"
eden.proxy.lane_pool_waiters,gauge,,task,,Direct Redis tasks waiting on lane-pool capacity.,-1,eden,lane waiters,,"shard_id:<SHARD_ID>,interlay_uuid:<INTERLAY_UUID>"
eden.proxy.lane_pool_acquire_wait_microseconds.count,count,,sample,,Sample count for lane-pool acquire wait time.,0,eden,lane wait count,,
eden.proxy.lane_pool_acquire_wait_microseconds.sum,count,,microsecond,,Sum of lane-pool acquire wait samples.,0,eden,lane wait sum,,
eden.proxy.lane_pool_acquire_wait_microseconds.avg,gauge,,microsecond,,Average lane-pool acquire wait time.,0,eden,lane wait avg,,
eden.proxy.lane_pool_init_events_total,count,,event,,Direct Redis lane-pool initialization outcomes.,0,eden,lane init events,,"shard_id:<SHARD_ID>,result:success"
eden.proxy.lane_pool_init_duration_microseconds.count,count,,sample,,Sample count for lane-pool init duration.,0,eden,lane init count,,
eden.proxy.lane_pool_init_duration_microseconds.sum,count,,microsecond,,Sum of lane-pool init duration samples.,0,eden,lane init sum,,
eden.proxy.lane_pool_init_duration_microseconds.avg,gauge,,microsecond,,Average lane-pool init duration.,0,eden,lane init avg,,
eden.proxy.lane_pool_init_wait_microseconds.count,count,,sample,,Sample count for lane-pool init wait time.,0,eden,lane init wait count,,
eden.proxy.lane_pool_init_wait_microseconds.sum,count,,microsecond,,Sum of lane-pool init wait samples.,0,eden,lane init wait sum,,
eden.proxy.lane_pool_init_wait_microseconds.avg,gauge,,microsecond,,Average lane-pool init wait time.,0,eden,lane init wait avg,,
eden.proxy.direct_safe_connections_total,count,,connection,,Direct Redis client connections that entered safe lane-pool mode.,1,eden,safe conns total,,
eden.proxy.direct_unsafe_connections_total,count,,connection,,Direct Redis client connections promoted to unsafe pinned mode.,0,eden,unsafe conns total,,reason:<REASON>
eden.proxy.direct_safe_connections_active,gauge,,connection,,Direct Redis connections currently in safe lane-pool mode.,0,eden,safe conns active,,
eden.proxy.direct_unsafe_connections_active,gauge,,connection,,Direct Redis connections currently in unsafe pinned mode.,0,eden,unsafe conns active,,reason:<REASON>
eden.proxy.bytes_read_total,count,,byte,,Total bytes read from proxy clients.,1,eden,bytes read,,
eden.proxy.bytes_written_total,count,,byte,,Total bytes written to proxy clients.,1,eden,bytes written,,
eden.proxy.errors_total,count,,error,,Total proxy command errors.,-1,eden,proxy errors,,error_type:<ERROR_TYPE>
eden.proxy.connection_failures_total,count,,error,,Total proxy connection failures.,-1,eden,conn failures,,
eden.proxy.end_to_end_microseconds.count,count,,sample,,Sample count for end-to-end proxy latency.,0,eden,e2e count,,
eden.proxy.end_to_end_microseconds.sum,count,,microsecond,,Sum of end-to-end proxy latency samples.,0,eden,e2e sum,,
eden.proxy.end_to_end_microseconds.avg,gauge,,microsecond,,Average end-to-end proxy latency for a batch.,0,eden,e2e avg,,
eden.proxy.bridge_parse_microseconds.count,count,,sample,,Sample count for bridge-side RESP parse time.,0,eden,bridge parse count,,
eden.proxy.bridge_parse_microseconds.sum,count,,microsecond,,Sum of bridge-side RESP parse samples.,0,eden,bridge parse sum,,
eden.proxy.bridge_parse_microseconds.avg,gauge,,microsecond,,Average bridge-side RESP parse time (Redis only).,0,eden,bridge parse avg,,
eden.proxy.multiplex_total_microseconds.count,count,,sample,,Sample count for total multiplexer dispatch time.,0,eden,mux total count,,
eden.proxy.multiplex_total_microseconds.sum,count,,microsecond,,Sum of total multiplexer dispatch time samples.,0,eden,mux total sum,,
eden.proxy.multiplex_total_microseconds.avg,gauge,,microsecond,,Average total multiplexer dispatch time.,0,eden,mux total avg,,
eden.proxy.multiplex_bus_send_microseconds.count,count,,sample,,Sample count for multiplexer bus-send time.,0,eden,mux bus count,,
eden.proxy.multiplex_bus_send_microseconds.sum,count,,microsecond,,Sum of multiplexer bus-send time samples.,0,eden,mux bus sum,,
eden.proxy.multiplex_bus_send_microseconds.avg,gauge,,microsecond,,Average multiplexer bus-send time.,0,eden,mux bus avg,,
eden.proxy.multiplex_worker_pickup_microseconds.count,count,,sample,,Sample count for multiplexer worker pickup time.,0,eden,mux pickup count,,
eden.proxy.multiplex_worker_pickup_microseconds.sum,count,,microsecond,,Sum of multiplexer worker pickup samples.,0,eden,mux pickup sum,,
eden.proxy.multiplex_worker_pickup_microseconds.avg,gauge,,microsecond,,Average multiplexer worker pickup time.,0,eden,mux pickup avg,,
eden.proxy.multiplex_write_microseconds.count,count,,sample,,Sample count for multiplexer worker TCP write time.,0,eden,mux write count,,
eden.proxy.multiplex_write_microseconds.sum,count,,microsecond,,Sum of multiplexer worker TCP write samples.,0,eden,mux write sum,,
eden.proxy.multiplex_write_microseconds.avg,gauge,,microsecond,,Average multiplexer worker TCP write time.,0,eden,mux write avg,,
eden.proxy.multiplex_pipeline_wait_microseconds.count,count,,sample,,Sample count for multiplexer pipeline wait time.,0,eden,mux pipe count,,
eden.proxy.multiplex_pipeline_wait_microseconds.sum,count,,microsecond,,Sum of multiplexer pipeline wait samples.,0,eden,mux pipe sum,,
eden.proxy.multiplex_pipeline_wait_microseconds.avg,gauge,,microsecond,,Average multiplexer pipeline wait time.,0,eden,mux pipe avg,,
eden.proxy.multiplex_workers,gauge,,worker,,Active multiplexer worker connections per endpoint.,0,eden,mux workers,,endpoint_uuid:<ENDPOINT_UUID>
eden.proxy.multiplex_inflight,gauge,,request,,In-flight multiplexer requests across all workers per endpoint.,0,eden,mux inflight,,endpoint_uuid:<ENDPOINT_UUID>
eden.proxy.multiplex_scale_up_total,count,,event,,Multiplexer autoscaler scale-up events.,0,eden,mux scale ups,,
eden.proxy.multiplex_dispatch_failures_total,count,,error,,Multiplexer dispatches rejected because every worker channel was unavailable.,-1,eden,mux dispatch fail,,
eden.proxy.shard_connections_active,gauge,,connection,,Connections currently dispatched to each thread-per-core shard runtime.,0,eden,shard conns,,shard_id:<SHARD_ID>
eden.proxy.shard_requests_inflight,gauge,,request,,In-flight per-batch requests on each shard.,0,eden,shard inflight,,shard_id:<SHARD_ID>
eden.proxy.shard_dispatch_failures_total,count,,error,,Shard router dispatch failures by shard and reason.,-1,eden,shard fail,,"shard_id:<SHARD_ID>,reason:shard_closed"
eden.proxy.shard_local_tasks_spawned_total,count,,task,,Tasks routed through spawn_local on each shard.,1,eden,shard tasks,,shard_id:<SHARD_ID>
eden.workload.avg_ops_per_sec,gauge,,operation,second,Average operations per second across syncs.,0,eden,avg ops/s,,"endpoint_uuid:<ENDPOINT_UUID>,amr_profile:<PROFILE>"
eden.workload.used_memory_mb,gauge,,megabyte,,Current Redis memory usage.,0,eden,used memory,,"endpoint_uuid:<ENDPOINT_UUID>,amr_profile:<PROFILE>"
eden.workload.database_size_gb,gauge,,gibibyte,,Database size.,0,eden,database size,,"endpoint_uuid:<ENDPOINT_UUID>,amr_profile:<PROFILE>"
eden.workload.ratio,gauge,,,,Workload ratio (ops_per_sec / used_memory_mb).,0,eden,workload ratio,,endpoint_uuid:<ENDPOINT_UUID>
eden.workload.amr_profile,gauge,,,,AMR profile classification (0=Memory 1=Balanced 2=Compute).,0,eden,amr profile,,"endpoint_uuid:<ENDPOINT_UUID>,amr_profile:<PROFILE>"
eden.workload.total_keys,gauge,,key,,Total keys in database.,0,eden,total keys,,endpoint_uuid:<ENDPOINT_UUID>
eden.workload.keys_with_ttl,gauge,,key,,Keys with TTL set.,0,eden,keys with ttl,,endpoint_uuid:<ENDPOINT_UUID>
eden.workload.instantaneous_ops_per_sec,gauge,,operation,second,Instantaneous ops/sec from Redis INFO.,0,eden,instant ops/s,,endpoint_uuid:<ENDPOINT_UUID>
eden.workload.total_commands_processed,gauge,,command,,Cumulative total commands processed.,0,eden,total commands,,endpoint_uuid:<ENDPOINT_UUID>
eden.workload.used_cpu_user,gauge,,second,,Cumulative user CPU time consumed by the Redis server.,0,eden,used cpu user,,endpoint_uuid:<ENDPOINT_UUID>
eden.workload.connected_clients,gauge,,connection,,Connected clients reported by Redis INFO.,0,eden,connected clients,,endpoint_uuid:<ENDPOINT_UUID>
eden.workload.workload_ratio,gauge,,,,Alias for workload.ratio emitted by some Eden builds.,0,eden,workload ratio alias,,endpoint_uuid:<ENDPOINT_UUID>
eden.migration.progress_percent,gauge,,percent,,Migration progress (0-100).,0,eden,progress,,migration_id:<MIGRATION_ID>
eden.migration.state,gauge,,,,Migration state (0=Pending 1=Running 2=Paused 3=Completed 4=Failed).,0,eden,state,,migration_id:<MIGRATION_ID>
eden.migration.keys_collected_total,count,,key,,Keys collected from source via SCAN+DUMP.,1,eden,keys collected,,migration_id:<MIGRATION_ID>
eden.migration.keys_processed_total,count,,key,,Keys successfully restored to target.,1,eden,keys processed,,migration_id:<MIGRATION_ID>
eden.migration.keys_remaining,gauge,,key,,Keys remaining to migrate.,-1,eden,keys remaining,,migration_id:<MIGRATION_ID>
eden.migration.bytes_collected_total,count,,byte,,Bytes collected from source.,1,eden,bytes collected,,migration_id:<MIGRATION_ID>
eden.migration.bytes_processed_total,count,,byte,,Bytes successfully written to target.,1,eden,bytes processed,,migration_id:<MIGRATION_ID>
eden.migration.bytes_remaining,gauge,,byte,,Bytes remaining to migrate.,-1,eden,bytes remaining,,migration_id:<MIGRATION_ID>
eden.migration.scan_duration_milliseconds.count,count,,sample,,Sample count for SCAN operation latency.,0,eden,scan count,,
eden.migration.scan_duration_milliseconds.sum,count,,millisecond,,Sum of SCAN operation latency samples.,0,eden,scan sum,,
eden.migration.scan_duration_milliseconds.avg,gauge,,millisecond,,Average SCAN operation latency.,0,eden,scan avg,,
eden.migration.dump_duration_milliseconds.count,count,,sample,,Sample count for DUMP pipeline latency.,0,eden,dump count,,
eden.migration.dump_duration_milliseconds.sum,count,,millisecond,,Sum of DUMP pipeline latency samples.,0,eden,dump sum,,
eden.migration.dump_duration_milliseconds.avg,gauge,,millisecond,,Average DUMP pipeline latency.,0,eden,dump avg,,
eden.migration.restore_duration_milliseconds.count,count,,sample,,Sample count for RESTORE pipeline latency.,0,eden,restore count,,
eden.migration.restore_duration_milliseconds.sum,count,,millisecond,,Sum of RESTORE pipeline latency samples.,0,eden,restore sum,,
eden.migration.restore_duration_milliseconds.avg,gauge,,millisecond,,Average RESTORE pipeline latency.,0,eden,restore avg,,
eden.migration.batch_processing_duration_milliseconds.count,count,,sample,,Sample count for end-to-end batch processing time.,0,eden,batch count,,
eden.migration.batch_processing_duration_milliseconds.sum,count,,millisecond,,Sum of end-to-end batch processing samples.,0,eden,batch sum,,
eden.migration.batch_processing_duration_milliseconds.avg,gauge,,millisecond,,Average end-to-end batch processing time.,0,eden,batch avg,,
eden.migration.batches_queued,gauge,,task,,Batches currently in queue (max 100).,0,eden,batches queued,,
eden.migration.batches_processing,gauge,,task,,Batches currently being processed.,0,eden,batches processing,,
eden.migration.batches_completed_total,count,,task,,Batches completed successfully.,1,eden,batches completed,,
eden.migration.batches_failed_total,count,,task,,Batches that permanently failed.,-1,eden,batches failed,,
eden.migration.batches_produced_total,count,,task,,Batches produced by the output worker.,1,eden,batches produced,,
eden.migration.errors_total,count,,error,,Total errors encountered.,-1,eden,migration errors,,error_type:<ERROR_TYPE>
eden.migration.error_keys_total,gauge,,key,,Keys currently in error queue.,-1,eden,error keys,,
eden.migration.retries_total,count,,attempt,,Total retry attempts.,0,eden,retries,,
eden.migration.keys_successful_total,count,,key,,Keys successfully migrated.,1,eden,keys successful,,
eden.migration.key_errors_total,count,,error,,Individual key errors (includes retries).,-1,eden,key errors,,error_type:<ERROR_TYPE>
eden.migration.queue_utilization_percent,gauge,,percent,,Queue utilization (0-100).,0,eden,queue util,,
eden.migration.backpressure_events_total,count,,event,,Times the output worker entered backpressure.,-1,eden,backpressure events,,
eden.migration.backpressure_duration_seconds.count,count,,sample,,Sample count for backpressure duration.,0,eden,bp duration count,,
eden.migration.backpressure_duration_seconds.sum,count,,second,,Sum of backpressure duration samples.,0,eden,bp duration sum,,
eden.migration.backpressure_duration_seconds.avg,gauge,,second,,Average duration spent in backpressure state.,0,eden,bp duration avg,,
eden.migration.empty_queue_waits_total,count,,event,,Times the input worker found an empty queue.,0,eden,empty queue waits,,
eden.migration.conflicts_total,count,,error,,Data conflicts detected.,-1,eden,conflicts,,
eden.migration.conflicts_resolved_total,count,,error,,Conflicts successfully resolved.,1,eden,conflicts resolved,,
eden.migration.conflicts_failed_total,count,,error,,Conflicts that failed to resolve.,-1,eden,conflicts failed,,
eden.migration.source_memory_bytes,gauge,,byte,,Source database memory usage.,0,eden,source memory,,
eden.migration.source_total_keys,gauge,,key,,Total keys in source.,0,eden,source keys,,
eden.migration.source_keys_with_ttl,gauge,,key,,Keys with TTL in source.,0,eden,source ttl keys,,
