metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
trino.execution.abandoned_queries.one_minute.count,gauge,10,query,,Abandoned queries - one minute count.,0,trino,abandoned queries one minute count,
trino.execution.abandoned_queries.one_minute.rate,gauge,10,query,second,Abandoned queries - one minute rate.,0,trino,abandoned queries one minute rate,
trino.execution.abandoned_queries.total_count,gauge,10,query,,Abandoned queries - total count.,0,trino,abandoned queries total count,
trino.execution.canceled_queries.one_minute.count,gauge,10,query,,Canceled queries - one minute count.,-1,trino,canceled queries one minute count,
trino.execution.canceled_queries.one_minute.rate,gauge,10,query,second,Canceled queries - one minute queries per second.,-1,trino,canceled queries one minute rate,
trino.execution.canceled_queries.total_count,gauge,10,query,,Canceled queries - total count.,-1,trino,canceled queries total count,
trino.execution.completed_queries.one_minute.count,gauge,10,query,,Completed queries - one minute count.,0,trino,completed queries one minute count,
trino.execution.completed_queries.one_minute.rate,gauge,10,query,second,Completed queries - one minute queries per second.,0,trino,completed queries one minute rate,
trino.execution.completed_queries.total_count,gauge,10,query,,Completed queries - total count.,0,trino,completed queries total count,
trino.execution.consumed_cpu_time_secs.one_minute.count,gauge,10,second,,CPU (processing) time consumed - one minute count (seconds).,-1,trino,consumed cpu time secs one minute count,
trino.execution.consumed_cpu_time_secs.one_minute.rate,gauge,10,second,,CPU (processing) time consumed - one minute rate.,-1,trino,consumed cpu time secs one minute rate,
trino.execution.consumed_cpu_time_secs.total_count,gauge,10,second,,CPU (processing) time consumed - total count (seconds).,-1,trino,consumed cpu time secs total count,
trino.execution.cpu_input_byte_rate.all_time.avg,gauge,10,byte,second,Distribution of query input data rates (cpu) - all time average bytes per second.,-1,trino,cpu input byte rate all time avg,
trino.execution.cpu_input_byte_rate.all_time.p75,gauge,10,byte,second,Distribution of query input data rates (cpu) - all time bytes per second - p75.,-1,trino,cpu input byte rate all time p75,
trino.execution.cpu_input_byte_rate.all_time.p95,gauge,10,byte,second,Distribution of query input data rates (cpu) - all time bytes per second - p95.,-1,trino,cpu input byte rate all time p95,
trino.execution.cpu_input_byte_rate.one_minute.avg,gauge,10,byte,second,Distribution of query input data rates (cpu) - one minute average bytes per second.,-1,trino,cpu input byte rate avg,
trino.execution.cpu_input_byte_rate.one_minute.count,gauge,10,byte,second,Distribution of query input data rates (cpu) - one minute count.,-1,trino,cpu input byte rate count,
trino.execution.cpu_input_byte_rate.one_minute.max,gauge,10,byte,second,Distribution of query input data rates (cpu) - one minute max bytes per second.,-1,trino,cpu input byte rate max,
trino.execution.cpu_input_byte_rate.one_minute.min,gauge,10,byte,second,Distribution of query input data rates (cpu) - one minute min bytes per second.,-1,trino,cpu input byte rate min,
trino.execution.cpu_input_byte_rate.one_minute.p75,gauge,10,byte,second,Distribution of query input data rates (cpu) - one minute bytes per second - p75.,-1,trino,cpu input byte rate p75,
trino.execution.cpu_input_byte_rate.one_minute.p95,gauge,10,byte,second,Distribution of query input data rates (cpu) - one minute bytes per second - p95.,-1,trino,cpu input byte rate p95,
