metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
census.syncs.rows_processed,count,,item,,The number of rows processed by a single sync.,0,census,Rows Processed,
census.syncs.sync_completed,count,,unit,,Number of syncs completed.,0,census,Sync Completion,
