metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
sonarr.series.total,gauge,,,,Number of series,0,sonarr,series,
sonarr.series.monitored,gauge,,,,Number of monitored series,0,sonarr,series monitored,
sonarr.series.unmonitored,gauge,,,,Number of unmonitored series,0,sonarr,series unmonitored,
sonarr.series.downloaded,gauge,,,,Number of downloaded series,0,sonarr,series downloaded,
sonarr.series.filesize_bytes,gauge,,byte,,Fizesize of all series in bytes,0,sonarr,series bytes,
sonarr.seasons.total,gauge,,,,Number of seasons,0,sonarr,seasons,
sonarr.seasons.monitored,gauge,,,,Number of monitored seasons,0,sonarr,seasons monitored,
sonarr.seasons.unmonitored,gauge,,,,Number of unmonitored seasons,0,sonarr,seasons unmonitored,
sonarr.seasons.downloaded,gauge,,,,Number of downloaded seasons,0,sonarr,seasons downloaded,
sonarr.episodes.total,gauge,,,,Number of episodes,0,sonarr,episodes,
sonarr.episodes.monitored,gauge,,,,Number of monitored episodes,0,sonarr,episodes monitored,
sonarr.episodes.unmonitored,gauge,,,,Number of unmonitored episodes,0,sonarr,episodes unmonitored,
sonarr.episodes.downloaded,gauge,,,,Number of downloaded episodes,0,sonarr,episodes downloaded,
sonarr.episodes.missing,gauge,,,,Number of missing episodes,0,sonarr,episodes missing,
