metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
resilience4j.bulkhead.available.concurrent.calls,gauge,,,,The number of available permissions,0,resilience4j,available permissions,,
resilience4j.bulkhead.max.allowed.concurrent.calls,gauge,,,,The maximum number of available permissions,0,resilience4j,max number of available permissions,,
resilience4j.bulkhead.max.thread.pool.size,gauge,,,,The maximum allowed size of the thread pool,0,resilience4j,max allowed size of the thread pool,,
resilience4j.bulkhead.queue.capacity,gauge,,,,The maximum allowed size of the queue,0,resilience4j,max allowed size of the queue,,
resilience4j.bulkhead.queue.depth,gauge,,,,The number of tasks in the queue,0,resilience4j,number of tasks in the queue,,
resilience4j.bulkhead.thread.pool.size,gauge,,,,The current size of the thread pool,0,resilience4j,current size of the thread pool,,
resilience4j.circuitbreaker.buffered.calls,gauge,,,,The number of buffered failed calls stored in the ring buffer,0,resilience4j,number of buffered failed calls stored in the ring buffer,,
resilience4j.circuitbreaker.calls.seconds.count,count,,second,,Count of number of successful calls,0,resilience4j,successful calls time seconds,,
resilience4j.circuitbreaker.calls.seconds.max,gauge,,second,,Max of number of successful calls,0,resilience4j,successful calls time seconds,,
resilience4j.circuitbreaker.calls.seconds.sum,count,,second,,Sum of number of successful calls,0,resilience4j,successful calls time seconds,,
resilience4j.circuitbreaker.calls.seconds.bucket,count,,second,,Sum of number of successful calls,0,resilience4j,successful calls time seconds,,
resilience4j.circuitbreaker.calls,count,,unit,,Total number of calls,0,resilience4j,total number of calls,,
resilience4j.circuitbreaker.failure.rate,gauge,,,,The failure rate of the circuit breaker,0,resilience4j,failure rate,,
resilience4j.circuitbreaker.max.buffered.calls,gauge,,,,The maximum number of buffered calls which can be stored in the ring buffer,0,resilience4j,max number of buffered calls,,
resilience4j.circuitbreaker.state,gauge,,,,The states of the circuit breaker,0,resilience4j,states of the circuit breaker,,
resilience4j.ratelimiter.available.permissions,gauge,,,,The number of available permissions,0,resilience4j,number of available permissions,,
resilience4j.ratelimiter.waiting.threads,gauge,,,,The number of threads waiting for permission,0,resilience4j,number of threads waiting for permission,,
resilience4j.retry.calls.count,count,,,,The number of successful calls without a retry attempt,0,resilience4j,number of successful calls without a retry attempt,,
resilience4j.retry.calls,gauge,,,,The number of successful calls without a retry attempt,0,resilience4j,number of successful calls without a retry attempt,,
resilience4j.timelimiter.calls,count,,unit,,Total number of calls which were successful,0,resilience4j,total number of calls which were successful,,
resilience4j.circuitbreaker.not.permitted.calls,count,,unit,,Total number of not permitted calls,0,resilience4j,total number of not permitted calls,,
resilience4j.circuitbreaker.slow.call.rate,gauge,,,,The slow call rate of the circuit breaker,0,resilience4j,slow call rate,,
resilience4j.bulkhead.core.thread.pool.size,gauge,,,,The core size of the bulkhead thread pool,0,resilience4j,core size of the bulkhead thread pool,,
