metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
network.ping.response_time,gauge,,millisecond,,"The response time of a given host and ping port, tagged with url, e.g. 'host:192.168.1.100'.",-1,ping,ping resp time
network.ping.can_connect,gauge,,,,"Value of 1 if the agent can successfully communicate with the target host, 0 otherwise",1,ping,ping can connect
