metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
calico.felix_active_local_endpoints,gauge,,,,Number of active endpoints on this host,0,calico,calico.felix_active_local_endpoints
calico.felix_active_local_policies,gauge,,,,Number of policies on this host,0,calico,calico.felix_active_local_policies
calico.felix_active_local_selectors,gauge,,,,Number of active selectors on this host,0,calico,calico.felix_active_local_selectors
calico.felix_active_local_tags,gauge,,,,Number of active tags on this host,0,calico,calico.felix_active_local_tags
calico.felix_cluster_num_host_endpoints,gauge,,,,Total number of host endpoints cluster-wide,0,calico,calico.felix_cluster_num_host_endpoints
calico.felix_cluster_num_hosts,gauge,,,,Total number of Calico hosts in the cluster,0,calico,calico.felix_cluster_num_hosts
calico.felix_cluster_num_workload_endpoints,gauge,,,,Total number of workload endpoints cluster-wide,0,calico,calico.felix_cluster_num_workload_endpoints
calico.felix_ipset_calls.count,count,,,,Number of ipset commands executed,0,calico,calico.felix_ipset_calls
calico.felix_ipset_errors.count,count,,,,Number of ipset command failures,0,calico,calico.felix_ipset_errors
calico.felix_ipsets_calico,gauge,,,,Number of active Calico IP sets.,0,calico,calico.felix_ipsets_calico
calico.felix_ipsets_total,gauge,,,,Total number of active IP sets.,0,calico,calico.felix_ipsets_total
calico.felix_iptables_chains,gauge,,,,Number of active iptables chains.,0,calico,calico.felix_iptables_chains
calico.felix_iptables_rules,gauge,,,,Number of active iptables rules.,0,calico,calico.felix_iptables_rules
calico.felix_iptables_restore_calls.count,count,,,,Number of iptables-restore calls.,0,calico,calico.felix_iptables_restore_calls
calico.felix_iptables_restore_errors.count,count,,,,Number of iptables-restore errors.,0,calico,calico.felix_iptables_restore_errors
calico.felix_iptables_save_calls.count,count,,,,Number of iptables-save calls.,0,calico,calico.felix_iptables_save_calls
calico.felix_iptables_save_errors.count,count,,,,Number of iptables-save errors.,0,calico,calico.felix_iptables_save_errors
calico.felix_int_dataplane_failures.count,count,,,,Number of dataplane failures.,0,calico,calico.felix_int_dataplane_failures
