metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
zenoh.router.sessions,count,,connection,,The number of active sessions,0,zenoh_router,active sessions,
zenoh.router.rx_bytes,gauge,,byte,,The number of received bytes,0,zenoh_router,received bytes,
zenoh.router.rx_n_dropped,gauge,,message,,The number of dropped network messages,0,zenoh_router,dropped network messages,
zenoh.router.rx_n_msgs,gauge,,message,,The number of received network messages,0,zenoh_router,received network messages,
zenoh.router.rx_t_msgs,gauge,,message,,The number of received transport messages,0,zenoh_router,received transport messages,
zenoh.router.rx_z_del_msgs,gauge,,message,,The number of received zenoh del messages,0,zenoh_router,received del messages,
zenoh.router.rx_z_put_msgs,gauge,,message,,The number of received zenoh put messages,0,zenoh_router,received put messages,
zenoh.router.rx_z_put_pl_bytes,gauge,,byte,,The number of received bytes in zenoh put message payloads,0,zenoh_router,received bytes in put message payloads,
zenoh.router.rx_z_query_msgs,gauge,,message,,The number of received zenoh query messages,0,zenoh_router,received query messages,
zenoh.router.rx_z_query_pl_bytes,gauge,,byte,,The number of received bytes in zenoh query message payloads,0,zenoh_router,received bytes in query message payloads,
zenoh.router.rx_z_reply_msgs,gauge,,message,,The number of received zenoh reply messages,0,zenoh_router,received reply messages,
zenoh.router.rx_z_reply_pl_bytes,gauge,,byte,,The number of received bytes in zenoh reply message payloads,0,zenoh_router,received bytes in reply message payloads,
zenoh.router.tx_bytes,gauge,,byte,,The number of sent bytes,0,zenoh_router,sent bytes,
zenoh.router.tx_n_dropped,gauge,,message,,The number of dropped network messages,0,zenoh_router,dropped network messages,
zenoh.router.tx_n_msgs,gauge,,message,,The number of sent network messages,0,zenoh_router,sent network messages,
zenoh.router.tx_t_msgs,gauge,,message,,The number of sent transport messages,0,zenoh_router,sent transport messages,
zenoh.router.tx_z_del_msgs,gauge,,message,,The number of sent zenoh del messages,0,zenoh_router,sent del messages,
zenoh.router.tx_z_put_msgs,gauge,,message,,The number of sent zenoh put messages,0,zenoh_router,sent zenoh put messages,
zenoh.router.tx_z_put_pl_bytes,gauge,,byte,,The number of sent bytes in zenoh put message payloads,0,zenoh_router,sent bytes in put message payloads,
zenoh.router.tx_z_query_msgs,gauge,,message,,The number of sent zenoh query messages,0,zenoh_router,sent query messages,
zenoh.router.tx_z_query_pl_bytes,gauge,,byte,,The number of sent bytes in zenoh query message payloads,0,zenoh_router,sent bytes in query message payloads,
zenoh.router.tx_z_reply_msgs,gauge,,message,,The number of sent zenoh reply messages,0,zenoh_router,sent reply messages,
zenoh.router.tx_z_reply_pl_bytes,gauge,,byte,,The number of sent bytes in zenoh reply message payloads,0,zenoh_router,sent bytes in reply message payloads,
