metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
proxmox.cpu_avg1,gauge,60,percent,,CPU average load over 1 minute,1,proxmox,cpu_avg1,,host:proxmox
proxmox.cpu_avg15,gauge,60,percent,,CPU average load over 15 minutes,1,proxmox,cpu_avg15,,host:proxmox
proxmox.cpu_avg5,gauge,60,percent,,CPU average load over 5 minutes,1,proxmox,cpu_avg5,,host:proxmox
proxmox.cpu_current,gauge,60,percent,,Current CPU usage,1,proxmox,cpu_current,,host:proxmox
proxmox.cpu_iowait,gauge,60,percent,,CPU iowait,1,proxmox,cpu_iowait,,host:proxmox
proxmox.cpu_max,gauge,60,percent,,Max CPU usage,1,proxmox,cpu_max,,host:proxmox
proxmox.disk_read,gauge,60,bytes,,Disk read,1,proxmox,disk_read,,host:proxmox
proxmox.disk_total,gauge,60,bytes,,Total disk space,1,proxmox,disk_total,,host:proxmox
proxmox.disk_used,gauge,60,bytes,,Used disk space,1,proxmox,disk_used,,host:proxmox
proxmox.disk_write,gauge,60,bytes,,Disk write,1,proxmox,disk_write,,host:proxmox
proxmox.mem_total,gauge,60,bytes,,Total memory,1,proxmox,mem_total,,host:proxmox
proxmox.mem_used,gauge,60,bytes,,Used memory,1,proxmox,mem_used,,host:proxmox
proxmox.net_in,gauge,60,bytes,,Network in,1,proxmox,net_in,,host:proxmox
proxmox.net_out,gauge,60,bytes,,Network out,1,proxmox,net_out,,host:proxmox
proxmox.swap_total,gauge,60,bytes,,Total swap,1,proxmox,swap_total,,host:proxmox
proxmox.swap_used,gauge,60,bytes,,Used swap,1,proxmox,swap_used,,host:proxmox
proxmox.uptime,gauge,60,seconds,,Uptime,1,proxmox,uptime,,host:proxmox

