metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_AbandonedQueries,count,,unit,,Total number of queries that were abandoned,0,starburst-galaxy,abandoned queries,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_CanceledQueries,count,,unit,,Total number of queries that were canceled,0,starburst-galaxy,canceled queries,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_CompletedQueries,count,,unit,,Total number of queries that have completed successfully,0,starburst-galaxy,completed queries,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_ExecutionTime.count,gauge,,queries,,Number of query execution time samples collected,0,starburst-galaxy,execution time count,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_ExecutionTime.quantile,gauge,,millisecond,,Query execution time at specified quantile,0,starburst-galaxy,execution time quantile,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host,quantile"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_ExecutionTime.sum,gauge,,millisecond,,Total sum of all query execution times,0,starburst-galaxy,execution time sum,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_ExecutionTimeOneMinute.count,gauge,,queries,,Number of query execution time samples in the last minute,0,starburst-galaxy,execution time 1m count,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_ExecutionTimeOneMinute.quantile,gauge,,millisecond,,Query execution time at specified quantile for the last minute,0,starburst-galaxy,execution time 1m quantile,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host,quantile"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_ExecutionTimeOneMinute.sum,gauge,,millisecond,,Total sum of query execution times in the last minute,0,starburst-galaxy,execution time 1m sum,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_FailedQueries,count,,unit,,Total number of queries that have failed,0,starburst-galaxy,failed queries,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_FreeDistributedBytes,gauge,,byte,,Free distributed memory available across all cluster nodes,0,starburst-galaxy,free memory,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_InternalFailures,count,,unit,,Total number of internal system failures,0,starburst-galaxy,internal failures,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_QueuedQueries,gauge,,queries,,Number of queries currently queued waiting for execution,0,starburst-galaxy,queued queries,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_QueuedTime.count,gauge,,queries,,Number of query queue time samples collected,0,starburst-galaxy,queued time count,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_QueuedTime.quantile,gauge,,millisecond,,Query queue time at specified quantile,0,starburst-galaxy,queued time quantile,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host,quantile"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_QueuedTime.sum,gauge,,millisecond,,Total sum of all query queue times,0,starburst-galaxy,queued time sum,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_QueuedTimeOneMinute.count,gauge,,queries,,Number of query queue time samples in the last minute,0,starburst-galaxy,queued time 1m count,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_QueuedTimeOneMinute.quantile,gauge,,millisecond,,Query queue time at specified quantile for the last minute,0,starburst-galaxy,queued time 1m quantile,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host,quantile"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_QueuedTimeOneMinute.sum,gauge,,millisecond,,Total sum of query queue times in the last minute,0,starburst-galaxy,queued time 1m sum,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_RunningQueries,gauge,,queries,,Number of queries currently running on the cluster,0,starburst-galaxy,running queries,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_TotalDistributedBytes,gauge,,byte,,Total distributed memory available across all cluster nodes,0,starburst-galaxy,total memory,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_GalaxyMetrics_UserErrorFailures,count,,unit,,Total number of failures due to user errors,0,starburst-galaxy,user error failures,,"account_id,deployment_id,deployment_set_id,service,variant,warehouse_id,host"
starburst_galaxy.io_starburst_galaxy_name_StreamingIngest_RecordsLagMax,gauge,,unit,,Maximum lag in records for streaming ingest operations,0,starburst-galaxy,records lag max,,"account_id,live_table_id,live_table_instance_id,host"
starburst_galaxy.io_starburst_galaxy_name_StreamingIngest_UncompressedReceivedBytesTotal,gauge,,byte,,Total uncompressed bytes received through streaming ingest,0,starburst-galaxy,uncompressed received bytes,,"account_id,live_table_id,live_table_instance_id,host"
