metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
redisenterprise.avg_latency,gauge,,microsecond,,Number of seconds from when request hits proxy until results are returned,0,redis_enterprise,Redis Enterprise Database Average Latency
redisenterprise.avg_latency_max,gauge,,microsecond,,Maximum number of seconds from when request hits proxy until results are returned,0,redis_enterprise,Redis Enterprise Database Average Latency Max
redisenterprise.avg_read_latency,gauge,,microsecond,,Number of seconds from when a read request hits proxy until results are returned,0,redis_enterprise,Redis Enterprise Database Average Read Latency
redisenterprise.avg_other_latency,gauge,,microsecond,,Number of seconds from when other request hits proxy until results are returned,0,redis_enterprise,Redis Enterprise Database Average Other Latency
redisenterprise.avg_write_latency,gauge,,microsecond,,Number of seconds from when a write request hits proxy until results are returned,0,redis_enterprise,Redis Enterprise Database Average Write Latency
redisenterprise.cache_hit_rate,gauge,,percent,,Percentage of hits in the cache,0,redis_enterprise,Redis Enterprise Cache Hit Rate Percentage
redisenterprise.conns,gauge,,item,,Number of clients currently connected to the database,0,redis_enterprise,Redis Enterprise Database Number of Client Connections
redisenterprise.egress_bytes,gauge,,byte,,Amount of network traffic sent by the database,0,redis_enterprise,Redis Enterprise Database Bytes Sent
redisenterprise.endpoints,gauge,,item,,Number of proxy endpoints,0,redis_enterprise,Redis Enterprise Proxy Endpoints
redisenterprise.evicted_objects,gauge,,item,,Number of items evicted from the cache,0,redis_enterprise,Redis Enterprise Database Object Evicted
redisenterprise.expired_objects,gauge,,item,,Number of items expired from the cache,0,redis_enterprise,Redis Enterprise Database Object Expired
redisenterprise.fork_cpu_system,gauge,,percent,,% cores utilization in system mode for all redis shard fork child processes of this database,0,redis_enterprise,Redis Enterprise Database CPU Fork
redisenterprise.ingress_bytes,gauge,,byte,,Amount of network traffic received by the database,0,redis_enterprise,Redis Enterprise Database Bytes Received
redisenterprise.listener_acc_latency,gauge,,second,,Accumulative latency of all types of commands on DB,0,redis_enterprise,Redis Enterprise Proxy Accumulative latency
redisenterprise.main_thread_cpu_system,gauge,,percent,,% cores utilization in system mode for all redis shard main threas of this database,0,redis_enterprise,Redis Enterprise Database CPU System
redisenterprise.main_thread_cpu_system_max,gauge,,percent,,Highest value of % cores utilization in system mode for all redis shard main threas of this database,0,redis_enterprise,Redis Enterprise Database CPU System Max
redisenterprise.memory_limit,gauge,,byte,,Number of bytes allocated to this database,0,redis_enterprise,Redis Enterprise Database Memory Limit
redisenterprise.no_of_keys,gauge,,item,,Number of keys in the database,0,redis_enterprise,Redis Enterprise Database Key Count
redisenterprise.other_req,gauge,,operation,second,"Rate of other (non read/write) requests on DB (ops/sec) ie: PING, ECHO etc",0,redis_enterprise,Redis Enterprise Other Request Count
redisenterprise.read_req,gauge,,operation,second,Rate of read requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Read Request Count
redisenterprise.read_hits,gauge,,operation,second,Rate of read hit requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Read Hit Request Count
redisenterprise.read_misses,gauge,,operation,second,Rate of read misses requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Read Miss Request Count
redisenterprise.shard_cpu_system,gauge,,percent,,% cores utilization in system mode for all redis shard processes of this database,0,redis_enterprise,Redis Enterprise Shard CPU System
redisenterprise.shard_cpu_system_max,gauge,,percent,,Highest Value of % cores utilization in system mode for all redis shard processes of this database,0,redis_enterprise,Redis Enterprise Shard CPU System Max
redisenterprise.total_req,gauge,,operation,second,Rate of all requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Total Request Count
redisenterprise.total_req_max,gauge,,operation,second,Highest value of rate of all requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Total Request Count Max
redisenterprise.used_memory,gauge,,byte,,Amount of memory in use for the database,0,redis_enterprise,Redis Enterprise Database Used Memory
redisenterprise.used_memory_percent,gauge,,percent,,Percentage of memory used by the database,0,redis_enterprise,Redis Enterprise Database Used Memory Percentage
redisenterprise.write_req,gauge,,operation,second,Rate of write requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Write Request Count
redisenterprise.write_hits,gauge,,operation,second,Rate of write hit requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Write Hit Request Count
redisenterprise.write_misses,gauge,,operation,second,Rate of write misses requests on DB (ops/sec),0,redis_enterprise,Redis Enterprise Write Miss Request Count
redisenterprise.bigstore_objs_ram,gauge,,item,,Number of items stored in RAM only when Redis on Flash Enabled,0,redis_enterprise,Redis Enterprise RoF RAM Object Count
redisenterprise.bigstore_objs_flash,gauge,,item,,Number of items stored on Flash only when Redis on Flash Enabled,0,redis_enterprise,Redis Enterprise RoF Flash Object Count
redisenterprise.bigstore_objs_percent,gauge,,percent,,Percentage items stored on Flash only when Redis on Flash Enabled,0,redis_enterprise,Redis Enterprise RoF Flash Storage Percentage
redisenterprise.bigstore_io_reads,gauge,,operation,second,Rate of read requests on Redis on Flash Device (ops/sec),0,redis_enterprise,Redis Enterprise RoF Read Request Rate
redisenterprise.bigstore_io_writes,gauge,,operation,second,Rate of write requests on Redis on Flash Device (ops/sec),0,redis_enterprise,Redis Enterprise RoF Write Request Rate
redisenterprise.bigstore_throughput,gauge,,byte,,Throughput for Redis on Flash for items stored on Flash Device,0,redis_enterprise,Redis Enterprise RoF Throughput to Flash
redisenterprise.big_write_ram,gauge,,operation,second,Rate for Redis on Flash where items are written to RAM (ops/sec),0,redis_enterprise,Redis Enterprise RoF RAM Write Request Rate
redisenterprise.big_write_flash,gauge,,operation,second,Rate for Redis on Flash where items are written to Flash (ops/sec),0,redis_enterprise,Redis Enterprise RoF Flash Write Request Rate
redisenterprise.big_del_ram,gauge,,operation,second,Rate for Redis on Flash where items are deleted from RAM (ops/sec),0,redis_enterprise,Redis Enterprise RoF RAM Delete Request Rate
redisenterprise.big_del_flash,gauge,,operation,second,Rate for Redis on Flash where items are deleted from Flash (ops/sec),0,redis_enterprise,Redis Enterprise RoF Flash Delete Request Rate
redisenterprise.total_shards_used,gauge,,item,,Number of shards in use by the Redis Enterprise Cluster,0,redis_enterprise,Redis Enterprise Cluster Shards Used
redisenterprise.license_shards,gauge,,item,,Number of shards licensed to the Redis Enterprise Cluster,0,redis_enterprise,Redis Enterprise Cluster Shards Licensed
redisenterprise.license_days,gauge,,item,,Number of days remaining on the license of the Redis Enterprise Cluster,0,redis_enterprise,Redis Enterprise Cluster License Days Remaining
redisenterprise.total_node_cores,gauge,,item,,Number of CPU cores in the Redis Enterprise Cluster,0,redis_enterprise,Redis Enterprise Cluster CPU Core count
redisenterprise.total_node_memory,gauge,,byte,,Byte of memory in the Redis Enterprise Cluster,0,redis_enterprise,Redis Enterprise Cluster Memory Available
redisenterprise.total_node_count,gauge,,item,,Number of nodes in the Redis Enterprise Cluster,0,redis_enterprise,Redis Enterprise Cluster Node count
redisenterprise.total_active_nodes,gauge,,item,,Number of active nodes in the Redis Enterprise Cluster,0,redis_enterprise,Redis Enterprise Cluster Active Node count
redisenterprise.crdt_egress_bytes,gauge,,byte,,The bytes being sent to the CRDT peer,0,redis_enterprise,Redis Enterprise Database Peer Bytes Sent
redisenterprise.crdt_egress_bytes_decompressed,gauge,,byte,,Decompressed bytes being sent to CRDT peer,0,redis_enterprise,Redis Enterprise Database Peer Bytes Sent Decompressed
redisenterprise.crdt_ingress_bytes,gauge,,byte,,The bytes being received from the CRDT peer,0,redis_enterprise,Redis Enterprise Database Peer Bytes Received
redisenterprise.crdt_ingress_bytes_decompressed,gauge,,byte,,Decompressed bytes being received from CRDT peer,0,redis_enterprise,Redis Enterprise Database Peer Bytes Received Decompressed
redisenterprise.crdt_local_lag,gauge,,second,,The local lag in the CRDT applies,0,redis_enterprise,Redis Enterprise CRDT lag
redisenterprise.crdt_pending_max,gauge,,item,,Local pending writes in CRDT max,0,redis_enterprise,Redis Enterprise CRDT Pending Max
redisenterprise.crdt_pending_min,gauge,,item,,Local pending writes in CRDT min,0,redis_enterprise,Redis Enterprise CRDT Pending Min
