metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
log10x.bytes.encoded.count,count,,byte,,Encoded size of forwarded events when compaction is on.,-1,log10x,bytes encoded,
log10x.bytes.forwarded.count,count,,byte,,Bytes the pipeline forwarded downstream.,-1,log10x,bytes forwarded,
log10x.bytes.offloaded.count,count,,byte,,Bytes written to offload storage.,0,log10x,bytes offloaded,
log10x.bytes.read.count,count,,byte,,Bytes the pipeline read.,0,log10x,bytes read,
log10x.bytes.retrieved.count,count,,byte,,Bytes a retrieval query returned.,0,log10x,bytes retrieved,
log10x.check.up,gauge,,,,Emitted as 1 on every run of the check.,0,log10x,check up,
log10x.events.forwarded.count,count,,event,,Events the pipeline forwarded downstream.,-1,log10x,events forwarded,
log10x.events.offloaded.count,count,,event,,Events written to offload storage.,0,log10x,events offloaded,
log10x.events.read.count,count,,event,,Events the pipeline read.,0,log10x,events read,
log10x.events.retrieved.count,count,,event,,Events a retrieval query returned.,0,log10x,events retrieved,
